รหัสสินค้า,ชื่อสินค้า,ราคา (ดิบ)
5622,เวลเดนท์ ยาสีฟัน สูตรสมุนไพร 100 g (VELDENT),ราคา 86.00 บาท
5621,PROVAMED ANTI ACNE FACIAL TONER 200 ml,ราคา 152.00 บาท
5620,SAND-M GUMMY FIBER กลิ่นแอปเปิ้ลเขียว 6 ซอง/กล่อง,ราคา 176.00 บาท
5619,CERAVE MOISTURISING Lotion 473 ml,ราคา 485.00 บาท
5618,HIRUSCAR ULTRA SCAR CARE Gel 20 g (Medinova),ราคา 390.00 บาท
5617,สายให้อาหาร DUODENAL TUBE 125 cm No.14 (M2-35-14),ราคา 10.00 บาท
5615,PROVAMED GOTU KOLA CLEANSING Gel 120 ml,ราคา 143.00 บาท
5614,ยาดมส้มมือจรุงจิต PACK 3 หลอด,ราคา 125.00 บาท
5613,HOTTA GINGER 100% ขิง 10 ซอง/ห่อ,ราคา 77.00 บาท
5612,BROMHEX 1000's (T.MAN),ราคา 110.00 บาท
5611,CETAPHIL 1000 ml,ราคา 779.00 บาท
5610,TONAF-B Cream 5 g,ราคา 32.00 บาท
5609,DERMIX-4 Cream 25 g,ราคา 63.00 บาท
5608,DURAN 600 mg 10's (TNP),ราคา 26.50 บาท
5607,MYBACIN มายบาซิน โอทีซี รสมะนาว 20X8's (GREATER),ราคา 9.20 บาท
5606,จุ๊บจั๊บ เม็ดอมโพรโพลิส น้ำผึ้งมะนาว 24 ซอง (JoobJub),ราคา 432.00 บาท
5605,ALLORIC (50X10's),ราคา 235.00 บาท
5604,CALTAB 1500 mg 10X10's (Millimed),ราคา 128.00 บาท
5603,ACCU-CHEK FASTCLIX ปากกา (Roche),ราคา 375.00 บาท
5602,เครื่องพ่นยา OMRON รุ่น NE-C28,"ราคา 2,250.00 บาท"
5601,เครื่องชั่งน้ำหนักดิจิตอล รุ่น TOC01-GR,ราคา 530.00 บาท
5600,BD ULTRA-FINE II 1 ml 0.25mm (31G) 100 ชิ้น/กล่อง,ราคา 513.00 บาท
5599,TYNOR C-16 CAST COVER LEG ที่หุ้มเฝือกขา,ราคา 495.00 บาท
5598,D THROAT ดีโทรท สเปรย์ (0.3%) กลิ่นมิ้นท์ 15 ml STADA,ราคา 162.00 บาท
5597,HAARLON REVITALIZING HAIR Serum 4X8ml,ราคา 545.00 บาท
5596,ISOKEAN NASAL Wash 20 ซอง/ชุด (HOFCARE),ราคา 170.00 บาท
5595,TIGERPLAST BLUE 100 ชิ้น/กล่อง,ราคา 325.00 บาท
5594,COLOSURE 6X50g/กล่อง,ราคา 358.00 บาท
5593,ยาสีฟัน นายเฮิร์บ 60 g,ราคา 60.00 บาท
5592,ยาสีฟัน นายเฮิร์บ 30 g,ราคา 45.00 บาท
5591,CERAVE RETINOL Serum 30 ml,ราคา 530.00 บาท
5590,VISTRA DAILY PLANT PROTEIN 10 ซอง/กล่อง,ราคา 344.00 บาท
5589,SAND-M G'nite GUMMY BEAUTI COLLAGEN จีไนท์ กลิ่นราสป์เบอร์รี่ 6 ซอง/กล่อง,ราคา 176.00 บาท
5588,NIPRO IV SAFELET CATH 24G x 3/4 inch 50 ชิ้น/กล่อง,ราคา 590.00 บาท
5587,MEGA FEMOSA (3X10's),ราคา 408.00 บาท
5586,SOS Plus พลาสเตอร์ใสกันน้ำ T-Series MST01 – 3 ชิ้น/กล่อง,ราคา 23.00 บาท
5585,BOOST GLUCOSE CONTROL 800 g (Nestle),ราคา 930.00 บาท
5584,เครื่องวัดความดัน BEURER Bluedot รุ่น B-BM071,"ราคา 1,550.00 บาท"
5583,SAND-M G'nite GUMMY จีไนท์ กลิ่นองุ่นเคียวโฮ 6 ซอง/กล่อง,ราคา 176.00 บาท
5582,ชุดทำแผลปราศจากเชื้อ KLEANSET 12 ชุด/กล่อง (Longmed),ราคา 120.00 บาท
5581,VISTRA ELASTIN PEPTIDE PLUS COLLAGEN 10X12g/กล่อง,ราคา 339.50 บาท
5580,ปลอกแขน Microlife ขนาด 22-42 cm,ราคา 530.00 บาท
5579,ยาดมสมุนไพร หว้อฝอ 8 g 12 กระปุก/โหล,ราคา 390.00 บาท
5578,ยาน้ำมันผสมเสลดพังพอน ตราแม่กุหลาบ 12X3ml,ราคา 228.00 บาท
5577,ยาดมทูเวย์ จรุงจิต PACK 6 หลอด,ราคา 124.00 บาท
5576,PROVAMED BIO-PEPTIDE GOTU KOLA ANTI ACNE Serum 30 ml,ราคา 305.00 บาท
5575,PROVAMED DERMA GLUCAN-CERAMIDE SOOTHING Lotion 50 ml,ราคา 248.00 บาท
5574,HIMALAYA 1930 NOURISHING SKIN Cream 150 g,ราคา 165.00 บาท
5573,CAVILON DURABLE BARRIER Cream 28 g (3M),ราคา 264.00 บาท
5572,PROVAMED DERMA GLUCAN-CERAMIDE SOOTHING Lotion 100 ml,ราคา 232.00 บาท
5571,VELDENT MOUTH Spray ผสมกระชายขาว 18 ml,ราคา 125.00 บาท
5570,HIMALAYA STRAWBERRY GLOSS LIP Balm 10 g,ราคา 58.00 บาท
5569,เวลเดนท์ ครีมติดฟันปลอม 60 g (VELDENT),ราคา 198.00 บาท
5568,MASK MEDMASK 3D KF94 หน้ากากอนามัย สีดำ 25 ชิ้น/กล่อง,ราคา 80.00 บาท
5567,ยาแคปซูล โสมเอี๊ยะตี่ 1 เม็ด,ราคา 55.00 บาท
5566,PROVAMED GLUTA BRIGHT SKIN BOOSTER Lotion 200 ml,ราคา 222.00 บาท
5565,HIMALAYA LIP Balm 10 g,ราคา 50.00 บาท
5564,แผ่นรองซับ เฮลธ์ อิมแพค 45x70cm 10 ชิ้น/ห่อ (Health Impact),ราคา 78.00 บาท
5563,CERAVE BLEMISH CONTROL CLEANSER 88 ml,ราคา 196.00 บาท
5562,TIGERPLAST พลาสเตอร์ใส กันน้ำ รุ่น WS5 10 ซอง/กล่อง,ราคา 30.00 บาท
5561,อัมบิลี่ ออร์แกนิก ชูทติ้ง สติ๊ก UMBILI ANTI&AFTER B-BALM (อัมบิลี่),ราคา 60.00 บาท
5560,ELLZA CERASITIVE Cream 30 g,ราคา 155.00 บาท
5559,SUCTION CATHETERS สายดูดเสมหะ No.8 50 เส้น/ห่อ,ราคา 175.00 บาท
5558,ยาวัฒนะ พลัส 4 เม็ด/กล่อง,ราคา 190.00 บาท
5557,PROVAMED BABINI ARNICA Gel 15 g,ราคา 125.00 บาท
5556,REGRO HAIR FOR MEN 225 ml,ราคา 172.00 บาท
5555,VARI VINA 30's,ราคา 430.00 บาท
5554,แผ่นรองซับผู้ป่วย iCARE (45x70cm) 10 ชิ้น/ห่อ,ราคา 70.00 บาท
5553,MEGA ZEMAX SX PACK 3X30's,ราคา 905.00 บาท
5552,HAKUBI-C 90's,ราคา 592.00 บาท
5551,NUTRAKAL HI-FLEX 30's,ราคา 198.00 บาท
5550,SAND-M GUMMY FIBER GLUTA กลิ่นสตรอเบอร์รี่โยเกิร์ต 6 ซอง/กล่อง,ราคา 176.00 บาท
5549,SOS Plus ถุงหุ้มเฝือกกันน้ำ FM-080 สำหรับมือ 1 ชิ้น/กล่อง,ราคา 125.00 บาท
5548,MILTEAR UD EYE Drops น้ำตาเทียม 30 หลอด/กล่อง (Millimed),ราคา 144.00 บาท
5547,REGRO HAIR FOR LADY 225 ml,ราคา 172.00 บาท
5546,SOS Plus เทปแต่งแผล ชนิดใส TR1 (1/2 inch x 10 yds),ราคา 110.00 บาท
5545,เครื่องวัดความดัน TERUMO รุ่น W1200,"ราคา 1,698.00 บาท"
5544,ยาหม่องน้ำตรางู กลิ่นลาเวนเดอร์ 12X5ml/โหล,ราคา 445.00 บาท
5543,COLD HOT GEL PACK เอ็กซ์เตอร์ (13x10.5cm) 1 ชิ้น/กล่อง,ราคา 30.00 บาท
5542,NEOBUN พลาสเตอร์ยาบรรเทาปวด สูตรเย็น 4X7cm 10 ชิ้น/กล่อง,ราคา 108.00 บาท
5541,ยาธาตุน้ำขาว ไทยนคร 24X15ml (TNP),ราคา 152.00 บาท
5540,BOWA 2X10's (TNP),ราคา 32.00 บาท
5539,ALCOHOL ALSOFF 12X30ml ตราเสือดาว,ราคา 60.00 บาท
5538,ยาเขียวสามฤดู สูตรเข้มข้น ตราปลาคู่ 10X10's/กล่อง,ราคา 320.00 บาท
5537,VITAMIN B12 100 mcg 1000's,ราคา 248.00 บาท
5536,ยาดมสมุนไพร ตราเฮงเฮง,ราคา 25.00 บาท
5535,ยาดม ตราหอมจันทน์ ปราสาททอง PACK 6X3g,ราคา 0.00 บาท
5534,น้ำมันเหลือง ตราซีแอล 24 ml,ราคา 73.00 บาท
5533,ยาน้ำมันเหลืองสูตรไพล ตราแม่กุหลาบ 12X3ml,ราคา 228.00 บาท
5532,ยาหม่องสมุนไพร เฮื้อง เส่า โก๊ว หัวใจทอง 15 g,ราคา 25.00 บาท
5531,MYPARA 500 mg 30X12's (GREATER),ราคา 175.00 บาท
5530,DOMERDON Suspension 30 ml,ราคา 13.00 บาท
5529,MEDICFLOX 1X10's (Medicpharma),ราคา 70.00 บาท
5528,BLIZTIN 20 mg 1X10's (SIAM),ราคา 82.00 บาท
5527,CEFUROXIME 500 mg 10X10's (BKD),"ราคา 1,290.00 บาท"
5526,SKINFECT-B Cream 15 g (BKD),ราคา 32.00 บาท
5525,PROBUFEN 600 mg 25X10's/กล่อง,ราคา 248.00 บาท
5524,PATBLU 500 mg 50X10's (TNP),ราคา 365.00 บาท
5523,MYDA SOAP PACK 6X80g (T.MAN),ราคา 220.00 บาท
5522,SMOOTH E WHITE BABYFACE Cream 30 g,ราคา 218.00 บาท
5521,A-LEAZE 5 mg 1X10's (SIAM),ราคา 67.00 บาท
5520,SMOOTH E WHITE BABYFACE Cream 12 g,ราคา 94.00 บาท
5519,COLOGEN 1000's (TO),ราคา 365.00 บาท
5518,EUGICA IVY Syrup 100 ml (MEGA),ราคา 146.00 บาท
5517,NEWTAMOX 250 O.S. กลิ่นผลไม้ 60 ml (NL),ราคา 25.00 บาท
5516,MASK YAMADA 3D KIDS หน้ากากอนามัย 5 ชิ้น/ห่อ,ราคา 26.50 บาท
5515,SMOOTH E GOLD WRINKLE FILLER 65 g,ราคา 498.00 บาท
5514,SPECTRABAN SPF50+PA+++ Cream 20 g,ราคา 200.00 บาท
5513,DEZTANEX 5 mg 10X10's (TEVA),ราคา 355.00 บาท
5512,OSAMINE-S Powder 30 ซอง/กล่อง (Medline),ราคา 240.00 บาท
5511,LIPOSTAT 10 mg 3X10's (SIAM),ราคา 135.00 บาท
5510,นมอัดเม็ด กลิ่นช็อกโกแลต แอมมิ้ลค์ 24 ซอง/กล่อง,ราคา 505.00 บาท
5509,MULTIVITAMIN Effervescent กลิ่นส้ม 20's (Interpharma),ราคา 98.00 บาท
5508,OMEGA-3 MAMARINE 30's,ราคา 245.00 บาท
5507,ROTHRICIN 150 mg 10X10's (SIAM),ราคา 325.00 บาท
5506,THROATSIL PLUS (24X8's),ราคา 17.50 บาท
5505,ยาอม ตราไอยรา IYARA LITE 15X8's (T.MAN),ราคา 370.00 บาท
5504,CANASONE C.B. Cream 25 g (TNP),ราคา 69.50 บาท
5503,LIPOSTAT 20 mg 3X10's (SIAM),ราคา 168.00 บาท
5502,TYLENOL 500 mg 50's,ราคา 68.00 บาท
5501,EUGICA COFF อมสมุนไพร (15X8's),ราคา 305.00 บาท
5500,CALCIFEROL VITAMIN D3 1000 IU 3X10's,ราคา 95.00 บาท
5499,ยาน้ำแก้ไอ ตราเสือดาว รสน้ำผึ้งผสมมะนาว 120 ml,ราคา 33.00 บาท
5498,ISOSORBIDE DINITRATE 10 mg 50X10's (GPO),ราคา 315.00 บาท
5497,PHARMICA PIROXICAM Gel 50 g,ราคา 52.00 บาท
5496,AROTIKA RUB Cream 35 g (BKD),ราคา 66.00 บาท
5495,AROTIKA RUB Cream 100 g (BKD),ราคา 162.00 บาท
5494,PROBUFEN Gel 25 g,ราคา 38.00 บาท
5493,BANOCIN Oral 5 g,ราคา 14.50 บาท
5492,PYBUFEN-P 400 mg 50X10's/กล่อง,ราคา 340.00 บาท
5491,HYDROGEN 450 ml (วิทยาศรม),ราคา 20.50 บาท
5490,VIRUNO 60 mg สารสกัดฟ้าทะลายโจร 3X5's (MEGA),ราคา 135.00 บาท
5489,FOBAN Ointment 5 g (HOE),ราคา 45.00 บาท
5488,PLANIL Gel 30 g (BIOPHARM),ราคา 75.00 บาท
5487,ยาดมน้ำสมุนไพร เฮื้อง เส่า ห่ง หัวใจทอง,ราคา 19.00 บาท
5486,เยี่ยมจั่วซั้ว 10 ห่อ/กล่อง,ราคา 345.00 บาท
5485,MELLODERM-HQ (4%) 7 g,ราคา 62.00 บาท
5484,เยนเชียนไวโอเลต ตราเสือดาว 15 ml,ราคา 56.00 บาท
5483,MYDA BS Cream 15 g (T.MAN),ราคา 35.50 บาท
5482,CHOLEZZ 3X10's/กล่อง (MEGA),ราคา 533.00 บาท
5481,CLOBETATE Cream 15 g,ราคา 37.00 บาท
5480,BD MICRO-FINE 0.25mm 31G x 5 mm 100 ชิ้น/กล่อง,ราคา 495.00 บาท
5479,EBERIL 90 mg 3X10's/กล่อง,ราคา 338.00 บาท
5478,FLOCTIL 250 mg (1X6's),ราคา 55.00 บาท
5477,ACCU-CHEK INSTANT STRIPS 50 ชิ้น/กล่อง,ราคา 748.00 บาท
5476,VISTRA IMU-PRO C ACEROLA CHERRY 2000 PLUS 30's,ราคา 330.00 บาท
5475,VISTRA เซตคู่ ACEROLA CHERRY+GRAPE SEED,ราคา 248.00 บาท
5474,VISTRA SOY LECITHIN 1200 mg 90's,ราคา 205.00 บาท
5473,VISTRA SESAMIN NIGHT TIME 30's,ราคา 505.00 บาท
5472,MESTINON 60 mg 150's (Menarini),"ราคา 1,443.00 บาท"
5471,TOMONT 5 mg Chewable 4X7's (TO),ราคา 262.00 บาท
5470,PHARMATON 30's,ราคา 370.00 บาท
5469,VISTRA VAGINY 30's,ราคา 362.00 บาท
5468,TODESAAR 16 mg 3X10's (TO),ราคา 380.00 บาท
5467,VISTRA SAKURA EXTRACT 30's,ราคา 620.00 บาท
5466,XARATOR 10 mg 10X10's (VIATRIS),"ราคา 1,695.00 บาท"
5465,AVAMYS NASAL Spray Suspension 60 sprays (GSK),ราคา 365.00 บาท
5464,CLARICARE NASAL Spray 100 ml (BAYER),ราคา 178.00 บาท
5463,VISTRA LYSIN BIO MULTIVITAMINS 120 ml,ราคา 120.00 บาท
5462,HEMP SEED OIL Cream 120 g (VITARA),ราคา 135.00 บาท
5461,LUBRIC-EYES น้ำตาเทียม 0.8 ml,ราคา 49.50 บาท
5460,VISTRA L-CYSTEINE PLUS BIOTIN 30's,ราคา 265.00 บาท
5459,VISTRA INTEL-ACTIV B COMPLEX ULTRA PLUS 30's,ราคา 260.00 บาท
5458,VISTRA LIVOTOX 30's,ราคา 320.00 บาท
5457,VISTRA DUO MATCH GLUTA+COLLAGEN,ราคา 405.00 บาท
5456,VISTRA CRANBERRY 600 mg 30's,ราคา 245.00 บาท
5455,VISTRA EGG SHELL MEMBRANE 30's,ราคา 512.00 บาท
5454,CELECOXIB T.O. 200 mg 1X10's (TO),ราคา 44.00 บาท
5453,AMARYL 2 mg 3X10's (SANOFI),ราคา 395.00 บาท
5452,ยาวัฒนะ พลัส 2 เม็ด/กล่อง,ราคา 110.00 บาท
5451,KOACT 1000 mg 2X5's (BIOPHARM),เหลือ 83.00 บาท
5450,B-COXIB 120 mg 3X10's (BDMS),ราคา 160.00 บาท
5449,GOFEN Liquiz กลิ่นส้ม 60 ml (MEGA),ราคา 96.00 บาท
5448,ยาสีฟันเทพไทย รสสเปียร์มิ้นท์ 70 g,ราคา 80.00 บาท
5447,DENTISTE BREATH Spray 15 ml,ราคา 175.00 บาท
5446,DENTISTE MOUTH Spray 10 ml,ราคา 75.00 บาท
5445,BUZETIN 8 mg 10X10's/กล่อง,ราคา 47.00 บาท
5444,BLACKMORES JOIN PLUS 30's,ราคา 484.00 บาท
5443,NEOBUN Spray 45 ml,ราคา 54.00 บาท
5442,CELEBREX 400 mg 5's (VIATRIS),ราคา 155.00 บาท
5441,จิ่วเจ้งปู่เซินเจียวหนัง เอสวัน 6 เม็ด/กล่อง,ราคา 180.00 บาท
5440,ALPHAGAN P Ophthalmic Solution 5 ml,ราคา 380.00 บาท
5437,ULTRACARBON N.F. (5X10's),ราคา 324.00 บาท
5436,NSS 0.9% SODIUM CHLORIDE FOR INJECTION 100X5ml (TO),ราคา 375.00 บาท
5435,FEITAS DICLOFENAC PATCH (2แผ่นX15ซอง),ราคา 955.00 บาท
5434,ถุงมือแพทย์ ซาโตรี่ แบบไม่มีแป้ง Size S 100 ชิ้น/กล่อง,ราคา 124.00 บาท
5433,ถุงมือแพทย์ ซาโตรี่ แบบไม่มีแป้ง Size M 100 ชิ้น/กล่อง,ราคา 124.00 บาท
5432,ถุงมือแพทย์ ซาโตรี่ แบบไม่มีแป้ง Size L 100 ชิ้น/กล่อง,ราคา 124.00 บาท
5431,VICKS วิคส์ วาโปดรอป กลิ่นส้ม 24's,ราคา 77.50 บาท
5430,VICKS วิคส์ วาโปดรอป กลิ่นส้ม (24X8's),ราคา 780.00 บาท
5429,VICKS วิคส์ วาโปดรอป กลิ่นน้ำผึังมะนาว (24X8's),ราคา 780.00 บาท
5428,VICKS วิคส์ วาโปดรอป กลิ่นน้ำผึังมะนาว 24's,ราคา 77.50 บาท
5427,GALE 50 mg 1X10's (BIOPHARM),ราคา 250.00 บาท
5426,ยาน้ำแก้ไอ ยูอีคอฟ CD มะขามป้อม กลิ่นน้ำผึ้งผสมเลมอน 120 ml,ราคา 31.00 บาท
