รหัสสินค้า,ชื่อสินค้า,ราคา (ดิบ)
16739,FRESH CLEAR EYE WASH 100 ML 20 ML5ชิ้น. NEOCA,25.50 บาท/กล่อง
16134,FRESH CLEAR EYE WASH 200 ML 20 ML10ชิ้น. NEOCA,56.00 บาท/กล่อง
10224,FTOROCORT 0.1% 15 GM,36.00 บาท/หลอด
11403,FUCICORT CREAM 5 GM,99.00 บาท/หลอด
11404,FUCICORT 15 GM.,208.00 บาท/หลอด
11392,FUCIDIN CREAM 15 GM,175.00 บาท/หลอด
11390,FUCIDIN CREAM 5 GM,88.00 บาท/หลอด
11402,FUCIDIN H 5 GM.,98.00 บาท/หลอด
11393,FUCIDIN OINTMENT 15 GM,175.00 บาท/หลอด
11391,FUCIDIN OINTMENT 5 GM,88.00 บาท/หลอด
11406,FUCITHALMIC EYE OINT,102.00 บาท/หลอด
16162,FUDIC CREAM 15 GM TMAN,74.00 บาท/หลอด
16161,FUDIC CREAM 5 GM TMAN,37.00 บาท/หลอด
16163,FUDIC-B CREAM 15 GM TMAN,88.50 บาท/หลอด
16164,FUDIC-B CREAM 5 GM TMAN,44.25 บาท/หลอด
11407,FUGACAR 500 MG 1 กล่อง รุ่นใหม่,27.25 บาท/กล่อง
11733,FUNGAZOL 25x10'S,19.00 บาท/แผง
14245,FUNGAZOL SHAMPOO 150 ML.,119.00 บาท/ขวด
11741,FUNGI -M CREAM 10 GM.,20.50 บาท/หลอด
16277,FUNGIDERM 5 GM,17.00 บาท/หลอด
11414,FUNGIDERM 500,29.50 บาท/กล่อง
10765,FUNGIDERM VAG SUPPO 6'S,34.75 บาท/กล่อง
11411,FUNGIDERM-B 10 GM,29.50 บาท/หลอด
11412,FUNGIDERM-B 20 GM.,53.50 บาท/หลอด
11410,FUNGIDERM-B 5 GM,18.00 บาท/หลอด
11737,FUNGINOX SOLUTION 25 ML,139.50 บาท/ขวด
16016,"FURANO เม็ดฟู่ 24's กลิ่นกุหลาบ (รีเทนเนอร์,ฟันปลอม; EMN)",85.00 บาท/กล่อง
16015,"FURANO เม็ดฟู่ 24's กลิ่นชาเขียว (รีเทนเนอร์,ฟันปลอม; EMN)",85.00 บาท/กล่อง
16014,"FURANO เม็ดฟู่ 24's กลิ่นมิ้นต์ (รีเทนเนอร์,ฟันปลอม; EMN)",85.00 บาท/กล่อง
15184,FURANO SONIC TOOTHBRUSH แปรงสีฟันไฟฟ้าสีฟ้า,590.00 บาท/ชิ้น
11423,FURETIC 40 MG. 10X10'S,210.00 บาท/กล่อง
11421,FUROSIC 1x500'S,160.00 บาท/ขวด
16646,FUTURO night support พยุงข้อมือ montana ปรับขนาดได้,446.00 บาท/กล่อง
11435,FUTURO sport พยุงข้อมือ montana ปรับได้ตามขนาด สีดำ,209.00 บาท/กล่อง
11430,FUTURO ข้อเท้า L montana,260.00 บาท/กล่อง
15105,FUTURO ข้อเท้า L montana รุ่นเบสิค,115.00 บาท/กล่อง
15106,FUTURO ข้อเท้า M montana รุ่นเบสิค,115.00 บาท/กล่อง
11429,FUTURO ข้อเท้า M montana,260.00 บาท/กล่อง
11433,FUTURO ข้อเท้า S montana,260.00 บาท/กล่อง
11434,FUTURO ข้อมือ ปรับได้ตามขนาดmontana,173.00 บาท/กล่อง
11427,FUTURO เข่า L montana,258.00 บาท/กล่อง
15107,FUTURO เข่า L montana รุ่นเบสิค,115.00 บาท/กล่อง
11426,FUTURO เข่า M montana,258.00 บาท/กล่อง
11428,FUTURO เข่า XL montana,265.00 บาท/กล่อง
15108,FUTURO เข่า M montana รุ่นเบสิค,115.00 บาท/กล่อง
11432,FUTURO เข่า S montana,265.00 บาท/กล่อง
15109,FUTURO เข่า XL montana รุ่นเบสิค,115.00 บาท/กล่อง
11431,FUTURO เข่าเสริมแกนข้าง L montana,574.00 บาท/กล่อง
11436,FUTURO พยุงข้อเท้า ปรับได้ montana,398.50 บาท/กล่อง
16662,FUTURO พยุงข้อมือรุ่นเบสิค montana ปรับขนาดได้,118.00 บาท/กล่อง
11439,FUTURO พยุงเข่า SPORT ปรับกระชับอย่างดี montana,675.00 บาท/กล่อง
11438,FUTURO พยุงนิ้วหัวแม่มือ L-XL montana,555.00 บาท/กล่อง
11437,FUTURO พยุงนิ้วหัวแม่มือ S-M montana,549.00 บาท/กล่อง
12073,FYBOGEL รสส้ม 10 ซอง,196.00 บาท/กล่อง
12184,GABAPENTIN 100 MG.gpo 10X10'S ขายยกกล่อง* ขายขาดไม่รับคืน,160.00 บาท/กล่อง
12180,GABAPENTIN 300 MG. GPO 10X10 'S ขายยกกล่อง* ขายขาดไม่รับคืน,275.00 บาท/กล่อง
12183,GABAPENTIN 300 MG.SANDOZ 10X10'S,"1,310.00 บาท/กล่อง"
12182,GABAREX 300 MG. 10X10'S,310.00 บาท/กล่อง
16208,GALE cyproterone 50 mg (สูตร androcur) (BL),255.00 บาท/แผง
10282,GALVUS MET 50/1000 MG. 6X10'S,"1,315.00 บาท/กล่อง"
16395,GALVUS MET 50/500 MG. 6X10'S,"1,315.00 บาท/กล่อง"
11448,GANATON 10'S รุ่นใหม่,153.00 บาท/กล่อง
11449,GANO SPEC 10'S X 12 กล่อง,508.00 บาท/แพค
11452,GARAMYCIN CREAM 0.1% 15 GM,101.50 บาท/หลอด
11672,GARLIC CAP MEGA 100'S,105.00 บาท/ขวด
14194,GARLIC PEARLS 100'S,110.00 บาท/กล่อง
14733,GARLICAP 10 MG 2X15'S (MSP),168.00 บาท/กล่อง
15243,GASMED ยาธาตุผสมอบเชย 1x10x 15 ml,101.00 บาท/กล่อง
11447,GASMOTIN TAB 5 MG .3X10'S MOSAPRIDE,425.00 บาท/กล่อง
14646,GASTACH 150 ML. MEIJI,228.00 บาท/ขวด
16194,GASTROBISMOL TAB 20X10'S,870.00 บาท/กล่อง
10191,GASTROBISMOL รสส้ม 240 ML. 108-,98.00 บาท/ขวด
10181,GASTROBISMOL 240 ML. 142-,98.00 บาท/ขวด
12355,GASTROSEC 20 MG. 1X14'S,22.50 บาท/กล่อง
10752,GASZYM 10x10'S ขายยกกล่อง,254.00 บาท/กล่อง
11455,"GAUZE 2""x2"" 10x10 LONGMED",27.00 บาท/กล่อง
11458,"GAUZE 2"" X 2"" ambulance",48.50 บาท/กล่อง
11457,"GAUZE 3"" X 3"" ambulance",60.00 บาท/กล่อง
11456,"GAUZE 3""x3"" 10x10 LONGMED",45.00 บาท/กล่อง
11454,"GAUZE 4""X4"" 10x10 LONGMED",66.00 บาท/กล่อง
14364,"GAUZE4"" X 4"" ambulance",70.00 บาท/กล่อง
10197,GAVISCON SUSPENTION 10 ML รุ่น 12 ซอง,270.00 บาท/กล่อง
10184,GAVISCON 150 ML.,252.00 บาท/ขวด
14209,GAVISCON ADVANCE 24 ซอง,715.00 บาท/กล่อง
14210,GAVISCON ADVANCE 150 ML.,345.00 บาท/ขวด
10189,GAVISCON dual action 24 ซอง,621.00 บาท/กล่อง
10187,GAVISCON dual action 150 ml.,312.00 บาท/ขวด
10188,GAVISCON duo action tablets 250 mg.. 16'S 245-,199.00 บาท/กล่อง
11277,GENTEAL DROP 0.3% 10 ML.,136.00 บาท/ขวด
11475,GENTIAN VIOLET วิทยาศรม 15 ML.,7.00 บาท/ชิ้น
11474,GENTIAN VIOLET วิทยาศรม 30 ML,9.00 บาท/ชิ้น
16355,GENTIAN VIOLET สหการ 15 ML.,7.00 บาท/ชิ้น
11476,GENTREX 5 GM,22.50 บาท/ชิ้น
15183,GESTAL METER SPRAY 0.05% 10 ML.,53.00 บาท/ขวด
16210,GESTAL 0.025%DROPS 10 ML.,45.50 บาท/ขวด
15814,GHP Nasicare Nasal Washer300ml ขวดล้างจมูกอัตโนมัติ,84.00 บาท/กล่อง
15458,GILOBA 120 MG 3x10 CAP,324.00 บาท/กล่อง
11478,GILOMAX 30'S,216.00 บาท/กล่อง
11477,GINKGO 40MG 60 CAP,185.00 บาท/กล่อง
11482,GINSOMIN 20X8'S,"1,040.00 บาท/กล่อง"
15993,GK24 ตราเกร็กคู 1'S,45.00 บาท/กล่อง
15938,GKK24 ตราเกร็กคู 4'S,210.00 บาท/กล่อง
14516,GLIBENHIM 100X10'S glibenclamide,300.00 บาท/กล่อง
13924,GLIPARIL 2 MG 10 X 10'S,390.00 บาท/กล่อง
13952,GLUCERNA SR VANILLA 400 GM,504.00 บาท/กระป๋อง
14491,GLUCERNA Plus ธัญพืช 850 GM,"1,062.00 บาท/กระป๋อง"
13951,GLUCERNA SR VANILLA 850 GM โฉมใหม่,"1,060.00 บาท/กระป๋อง"
11483,GLUCOLIN 400 gm.,136.00 บาท/กระป๋อง
14604,GLUCOMEAL 400 GM.,865.00 บาท/กระป๋อง
11484,GLUCOPHAGE 500 T 50x10s,22.00 บาท/แผง
11485,GLUCOPHAGE 850 MG 30x10's,36.00 บาท/แผง
11490,GLUCOPHAGE XR 1000 MG. 3X10'S,261.00 บาท/กล่อง
11486,GLUCOPHAGE XR 750 MG. 2X15'S,228.00 บาท/กล่อง
14536,GLUCOSA-1500 STICK 3X10'S CLASSIC สีน้ำตาล,250.00 บาท/กล่อง
13406,GLUCOSA-1500 STICK 3X10'S มะนาว,220.00 บาท/กล่อง
15929,GLUCOSA-1500 STICK 3X10'S ส้ม,220.00 บาท/กล่อง
15000,GLUCOSA-500 100'S,270.00 บาท/กล่อง
13540,GLUCOSAMINE 1500 MG 30 SACHET MAXLIFE,300.00 บาท/กล่อง
13402,GLUCOSAMINE SO4 1500 MG. novartis,840.00 บาท/กล่อง
11491,GLUCOSE 50% 20 ML ปรับราคา,74.00 บาท/กล่อง
13404,GLUTRIL POWDER 1500 MG. 1X30 SACH,245.00 บาท/กล่อง
13397,GLUTRIL-CAP 3X10'S,90.00 บาท/กล่อง
11495,GLYCERINE SUPPO เด็ก แผง 6X 2'S,60.00 บาท/กล่อง
11496,GLYCERINE SUPPO ผู้ใหญ่ แผง 6X 2'S,60.00 บาท/กล่อง
11019,GLYCON 80 MG. 10X10'S,200.00 บาท/กล่อง
11493,GLYMORIN SUPPOS 10'S adult,48.00 บาท/กล่อง
11492,GLYMORIN SUPPOS 10'S child,56.00 บาท/กล่อง
16108,G'NITE 10 แคปซูล,66.00 บาท/แผง
16110,G'NITE collagen gummy กลิ่นราสเบอรี่ 1 กล่องมี 6 ซอง,170.00 บาท/กล่อง
16109,G'NITE gummy กลิ่นองุ่นเคียวโฮ 1 กล่องมี 6 ซอง,170.00 บาท/กล่อง
16743,G'NITE magnesium gummy กลิ่นมิกซ์เบอร์รี่ 1 กล่องมี 6 ซอง,170.00 บาท/กล่อง
16124,GOFEN LIQUIZ 60 ML.,93.00 บาท/ขวด
14040,GOFEN 400 MG 10'S mega,81.00 บาท/แผง
14080,GOGAZ 10'S,28.00 บาท/แผง
13694,GOLDEN THROAT LOZENGE 6X2'S 1 แพคมี 8 กล่อง,30.00 บาท/กล่อง
12513,GOOSE-SOLON 10'S,19.00 บาท/กล่อง
15675,GOVANA 1x21'S TAB (MSL),62.00 บาท/แผง
15674,GOVANA ED 1x28'S TAB (MSL),62.00 บาท/แผง
16281,GPO Dicloxacillin 250 mg 10's ขายขาดไม่รับคืน,970.00 บาท/กล่อง
16493,GPO Dicloxacillin 500 mg 10's ขายขาดไม่รับคืน,"1,520.00 บาท/กล่อง"
16114,GPO เมทธ์ คาสเซท50 ชุด พร้อมอุปกรณ์ ขายขาดไม่รับคืน,820.00 บาท/กล่อง
14688,GRAMMIXIN CREAM 0.1% 10 GM,30.25 บาท/หลอด
14249,GRAPE SEED 20'S MEGA,81.00 บาท/กระป๋อง
11936,GRAPE SEED 60'S MEGA,287.00 บาท/กระป๋อง
14211,GRAPE SEED EXTRACT HS 2X15'S MEGA,690.00 บาท/กล่อง
14712,GREEN BALM MOSQUITO BALM 13 GM.,24.50 บาท/ขวด
11506,GRIPE WATER (ใหญ่),117.00 บาท/ชิ้น
14857,GUTTRU DUAL 12 SACHET X10ML,189.00 บาท/กล่อง
14479,GUTTRU DUAL 24 SACHET X10ML,376.00 บาท/กล่อง
16183,GVEZA 3mg/0.03 mg สูตร yasmin,215.00 บาท/กล่อง
11507,GYNECON -T 100 เม็ด 20x5'S,292.00 บาท/กล่อง
11508,GYNOFLOR 6'S ยาแช่เย็น,470.00 บาท/กล่อง
13258,GYNOGENA 4'S,26.00 บาท/กล่อง
11415,GYNOSTEN 500 MG. 1'S,27.75 บาท/กล่อง
11537,HAEMOVIT 100'S,71.00 บาท/ชิ้น
11540,HAEMOVIT GOLD 31'S 1แพคมี 6 ขวด ราคาใหม่ 285-,196.00 บาท/ขวด
11517,HAFIF SHAMPOO,43.50 บาท/ขวด
12738,HAIRMAZZ 60 ML,330.00 บาท/ขวด
11920,HARD COLLAR NO L ปลอกพยุงคอแบบแข็ง,240.00 บาท/อัน
11919,HARD COLLAR NO M ปลอกพยุงคอแบบแข็ง,240.00 บาท/อัน
11918,HARD COLLAR NO S ปลอกพยุงคอแบบแข็ง,240.00 บาท/อัน
12605,HARIFIN - 1 3X10'S,190.00 บาท/กล่อง
12606,HARIFIN - 5 3X10'S,275.00 บาท/กล่อง
11535,HARNAL OCAS 0.4 MG. 30'S,935.00 บาท/กล่อง
13847,HARRIS C 30 'S,200.00 บาท/ขวด
13848,HARRIS C 90 'S,480.00 บาท/ขวด
15708,HARROGATE SULFER SOAP 50 GM.(english garden),98.00 บาท/ก้อน
15706,HARROGATE SULFER SOAP 50 GM.(victorian rose),98.00 บาท/ก้อน
11686,HARTSORB SUBLINGUAL 5 MG.,12.00 บาท/แผง
11640,HASHI BABY DROP gentle 4 ML เขียว,40.00 บาท/ขวด
11639,HASHI BABY DROP MOIST 4 ML ฟ้า,44.00 บาท/ขวด
14287,HASHI PLUS อุปกรณ์ + 15 ซอง สีชมพู,153.00 บาท/กล่อง
11634,HASHI PLUS อุปกรณ์ + 15 ซอง สีน้ำเงิน,153.00 บาท/กล่อง
14385,HASHI SALINE SPRAY MOIST FORMULA 30 ML,93.25 บาท/กล่อง
11635,HASHI SALT GENTLE FORMULA 30 ซอง สีเขียว,59.00 บาท/กล่อง
13827,HASHI SALT ORIGINAL FORMULA 30 ซอง สีฟ้า,59.00 บาท/กล่อง
10203,H-CORT CREAM 15 GM.,80.00 บาท/หลอด
11583,HCTZ 50 mg ส้ม 1000'S,160.00 บาท/ขวด
11546,HECIN โหล เหา,29.00 บาท/ชิ้น
11548,HECIN-F,49.00 บาท/หลอด
14230,HEIDI 200 MG. 20X10'S ขายยกกล่อง,155.00 บาท/แผง
14315,HEIDI SUSPENSION 100 MG 60 ML siam,34.00 บาท/ขวด
15759,HEMOLON 3X10;S,133.75 บาท/กล่อง
11251,HEPACAP 10X10'S,411.00 บาท/กล่อง
11215,HEPALAC 100 ML.,76.00 บาท/ขวด
15335,HEPATOLAC 100 ML. สินค้าใหม่,62.00 บาท/ขวด
16027,HEPATOLAC 10x15 ML. สินค้าใหม่,99.00 บาท/กล่อง
11545,HEROMYCIN 10x10 T,21.50 บาท/แผง
16500,HERPENON 800 MG. 10X10'S PLP,505.00 บาท/กล่อง
14714,HERPI GEL 10 GM.,79.00 บาท/หลอด
14276,HERZ 24+4 สูตร yaz,225.50 บาท/แผง
10368,HEXENE 100 ML chlorhexidine 4%โอสถอินเตอร์,42.00 บาท/ขวด
14549,HEXENON-B 100X10'S bromhexine,190.00 บาท/กล่อง
11547,HEXIN ฆ่าพยาธิ 1x12'S,200.00 บาท/กล่อง
11293,HIALID 0.1% 5ML,144.00 บาท/กล่อง
16328,HIALID 0.3% 5ML santen,277.00 บาท/กล่อง
16329,HIALID MINI 0.3% 0.4ml X 30 SINGLE DOSE,435.00 บาท/กล่อง
13491,HICEE 100 MG แบบขวด 200'S,139.00 บาท/ขวด
13500,HICEE 100 MG แบบขวด 50'S,55.50 บาท/ขวด
13493,HICEE แผง100 MG.40X4'S รุ่นใหม่,194.00 บาท/กล่อง
11550,HICEE หลอด SWEETLETS 10x15's,60.00 บาท/หลอด
14631,HICEE หลอด SWEETLETS ชนิดอม4x15's รุ่นใหม่,239.00 บาท/กล่อง
11866,HIDIL 300 MG. 10X10'Sขายขาดไม่รับคืน,193.00 บาท/กล่อง
11867,HIDIL 600 MG. 10X10'Sขายขาดไม่รับคืน,333.00 บาท/กล่อง
11868,HIDIL 900 MG. 10X10'Sขายขาดไม่รับคืน,362.00 บาท/กล่อง
12890,HIDRASEC CAPSULE 100 MG.,279.00 บาท/กล่อง
12891,HIDRASEC PAEDIATRIC 10 MG. 16 SACHETS,437.00 บาท/กล่อง
12892,HIDRASEC PEADIATRIC 30 MG.16 SACHET,518.00 บาท/กล่อง
10501,HIGAN 10 MG.film coat 50X10'S ขายขาดไม่รับคืน,13.00 บาท/แผง
14630,HI-GLOVE LATEX medical grade ถุงมือยางมีแป้ง L,111.00 บาท/กล่อง
14629,HI-GLOVE LATEX medical grade ถุงมือยางมีแป้ง M,111.00 บาท/กล่อง
14628,HI-GLOVE LATEX medical grade ถุงมือยางมีแป้ง S,111.00 บาท/กล่อง
11555,HIMALAYA BABY POWDER 200 GM.(55-),39.50 บาท/กระป๋อง
11553,HIMALAYA HERBALS CLEAR COMPLEXION WHITENING FACE WASH 100ML,89.00 บาท/หลอด
11554,HIMALAYA HERBALS LIP BALM 10 GM,42.00 บาท/หลอด
11552,HIMALAYA HERBALS PURIFYING NEEM FACE WASH 100ML,82.00 บาท/หลอด
11551,HIMALAYA HERBALS UNDER EYE CREAM 15ML,93.00 บาท/หลอด
11556,HIRUDOID 10 GM. รุ่นใหม่,78.00 บาท/หลอด
11557,HIRUDOID 20 GM รุ่นใหม่,133.00 บาท/หลอด
11558,HIRUDOID 40 GM,206.00 บาท/หลอด
14905,HIRUDOID ANTI - HAIR LOSS men 80ml,580.00 บาท/หลอด
14906,HIRUDOID ANTI - HAIR LOSS women 80ml,580.00 บาท/หลอด
11559,HIRUDOID FORTE 10 GM,123.50 บาท/หลอด
11560,HIRUDOID FORTE 20 GM,206.00 บาท/หลอด
11561,HIRUDOID FORTE 40 GM,319.00 บาท/หลอด
11569,HIRUSCAR KIDS 10 GM,187.00 บาท/หลอด
11572,HIRUSCAR KIDS 20 GM,310.00 บาท/หลอด
11570,HIRUSCAR POSTACNE10 G.-385--,218.50 บาท/หลอด
16139,HIRUSCAR SILICONE PRO 10 GM,350.00 บาท/หลอด
11575,HIRUSCAR SILICONE PRO 4 GM,209.00 บาท/หลอด
11571,HIRUSCAR SPOT GEL 10 GM. ซื้อ1แถม1,229.00 บาท/หลอด
16083,HIRUSCAR ULTRA SCAR CARE GEL 20 GM.,391.00 บาท/หลอด
16043,HIRUSCAR ULTRA SCAR CARE GEL 5 GM.,139.00 บาท/หลอด
10686,HISTA TAB 100'S,6.50 บาท/ขวด
15531,HISTADINE TAB 10'S,10.00 บาท/กล่อง
11577,HISTA-OPH 5 ML ราคาใหม่ 47-*ร้านละ 1 โหล*,27.50 บาท/ชิ้น
12001,HISTICO 16 MG. 6X10'S,165.00 บาท/กล่อง
10252,HIZIN SYRUP เปลือย 60 ML.,18.00 บาท/ขวด
14398,HOE BEPROSONE CREAM 15 GM,72.00 บาท/หลอด
16020,HONORE BACK SUPPORT #2XL พยุงหลังแบบมีสายสีดำ(HS10;EMN),358.00 บาท/กล่อง
16021,HONORE BACK SUPPORT #3XL พยุงหลังแบบมีสายสีดำ(HS10;EMN),358.00 บาท/กล่อง
16018,HONORE BACK SUPPORT #L พยุงหลังแบบมีสายสีดำ(HS10;EMN),358.00 บาท/กล่อง
16017,HONORE BACK SUPPORT #M พยุงหลังแบบมีสายสีดำ(HS10;EMN),358.00 บาท/กล่อง
16019,HONORE BACK SUPPORT #XL พยุงหลังแบบมีสายสีดำ(HS10;EMN),358.00 บาท/กล่อง
16025,HONORE LS SUPPORT #2XL พยุงหลังแบบไม่มีสายสีครีม(HS20;EMN),358.00 บาท/กล่อง
16026,HONORE LS SUPPORT #3XL พยุงหลังแบบไม่มีสายสีครีม(HS20;EMN),358.00 บาท/กล่อง
16023,HONORE LS SUPPORT #L พยุงหลังแบบไม่มีสายสีครีม(HS20;EMN),358.00 บาท/กล่อง
16022,HONORE LS SUPPORT #M พยุงหลังแบบไม่มีสายสีครีม(HS20;EMN),358.00 บาท/กล่อง
