รหัสสินค้า,ชื่อสินค้า,ราคา (ดิบ)
10749,PODOPHYLLINE 15 ML.,270.00 บาท/ขวด
13834,POLAR KLEAN 15 ML . TMAN,29.25 บาท/ขวด
13635,POLAR SPRAY 280 ML TMAN,191.00 บาท/ขวด
16113,POLAR SPRAY 80 ML TMAN,95.00 บาท/ขวด
14720,POLAR SPRAY INNOCENCE 280 ML TMAN,191.00 บาท/ขวด
16695,POLAR SPRAY INNOCENCE 80 ML TMAN,95.00 บาท/ขวด
14341,POLIDENT PRO RETAINER แช่ฟัน 30'S,146.50 บาท/กล่อง
16131,POLIDENT FLAVOR FREE 20 GM,94.00 บาท/กล่อง
10962,POLIDENT FLAVOR FREE 60 GM,220.00 บาท/กล่อง
16047,Polident max hold & seal 40g flavor free,215.50 บาท/หลอด
16048,Polident max hold & seal 40g mild mint,215.50 บาท/หลอด
10959,POLIDENT POLIGRIP FRESH MINT 20 GM.,94.00 บาท/หลอด
10953,POLIDENT POLIGRIP FRESH MINT 60 GM,220.00 บาท/หลอด
10963,POLIDENT แช่ฟัน 30's รุ่นใหม่,121.00 บาท/กล่อง
15630,POLILERGY 1X10'S,45.00 บาท/กล่อง
11200,POLKA CRACK HEEL 25 GM,37.00 บาท/หลอด
14036,POLYGOT 10'S film coat หมดอายุ 12/26,13.00 บาท/แผง
12550,POLY-OPH 5 ML*จำกัดร้านละ 1โหล*,24.00 บาท/ชิ้น
10133,POLYTANOL 10 MG.50X10'S,3.50 บาท/แผง
12549,POLYTAR 65 ML,87.50 บาท/ขวด
12553,PONSTAN 500 MG. 25X10' ( 59-),"1,069.00 บาท/กล่อง"
14562,PORMUS 50X10'S ขาวกลม,450.00 บาท/กล่อง
12556,POSTINOR 1x2'S,39.00 บาท/กล่อง
12508,POX 1X10'SX12,253.00 บาท/แพค
14005,PRADAXA 110 MG. 30'S,"1,750.00 บาท/กล่อง"
15755,PRECARE STRIP,7.50 บาท/กล่อง
14423,PRECARE CASSETTE,20.00 บาท/กล่อง
14776,PRECIUS 75 MG 6X10'S,425.00 บาท/กล่อง
16544,PRED FORTE 5 ML. (prednisolone acetate 1%) allergan,90.00 บาท/ขวด
14416,PREGABALIN eurodrug 75 MG 4X14'S,900.00 บาท/กล่อง
14000,PREGABALIN TEVA 75 MG 4X14'S,440.00 บาท/กล่อง
16010,PREGABALIN GPO 75 MG.10x10's ขายขาดไม่รับคืน,545.00 บาท/กล่อง
12185,PREGABALIN SANDOZ 150 MG. 8X7'S,"1,680.00 บาท/กล่อง"
12181,PREGABALIN SANDOZ 75 MG. 8X7'S,135.00 บาท/แผง
12578,PREGNANCY CASSETTE LONGMED ถาด,12.00 บาท/กล่อง
12579,PREGNANCY MIDSTREAM LONGMED แท่ง,24.00 บาท/กล่อง
12577,PREGNANCY TEST LONGMED แบบจุ่ม,7.50 บาท/กล่อง
12557,PREME 21'S,88.00 บาท/กล่อง
12566,PREME 28'S ใหม่,87.25 บาท/กล่อง
10899,PREME NOBU ACNE 5 GM.,51.00 บาท/หลอด
12562,PREME NOBU natural E PLUS 15 gm.,107.00 บาท/หลอด
12560,PREME NOBU natural uv sport spf 58 30 gm.,295.00 บาท/หลอด
12558,PREME NOBU natural face foam 50 gm.,98.00 บาท/หลอด
12565,PREME NOBU PINK natural foam 50 gm,98.00 บาท/หลอด
10264,PRENOLOL 100 MG.10X10'S,98.00 บาท/กล่อง
10260,PRENOLOL 25 MG 50X10'S,250.00 บาท/กล่อง
10261,PRENOLOL 50 MG. 10X10'S,53.00 บาท/กล่อง
15450,PREVACID FDT 15 2 x 14'S รุ่นกล่องละ 2 แผง,915.00 บาท/กล่อง
15451,PREVACID FDT 30 2 x 14'S รุ่นกล่องละ 2 แผง,"1,600.00 บาท/กล่อง"
14216,PRIMOLUT-N 2X15'S (รุ่นใหม่ 1 กล่อง 2 แผง ),171.00 บาท/กล่อง
14729,PRIMROSE OIL- 1000 mg 3X10'S ( MSP),152.00 บาท/กล่อง
12609,PRO SKIN 12'S,141.00 บาท/กล่อง
16581,PROBIOTIC DROPS 8 ML.,603.00 บาท/ขวด
11617,PROBUFEN 400 MG 1X500'S,310.00 บาท/ขวด
11610,PROBUFEN 400 MG. 50X10'S,280.00 บาท/กล่อง
11611,PROBUFEN 600 MG. 25X10'S,450.00 บาท/กล่อง
16562,PROBUFEN 600 MG. 50X10'S,440.00 บาท/กล่อง
15977,PROBUFEN GEL 25 GM.,42.00 บาท/หลอด
12725,PROCTASE-P 50X10'S ขายเป็นแพคละ 10 แผง,17.00 บาท/แผง
14056,PROCTYL OINTMENT 10 gm,68.00 บาท/กล่อง
12645,PROCTYL SUPPO 10'S สินค้าขายขาดไม่รับคืน,63.00 บาท/กล่อง
11981,PRODEFENZ 30 SACHETS,740.00 บาท/กล่อง
11980,PRODEFENZ 3X10'S,740.00 บาท/กล่อง
14699,PROFENA 400 MG. 50 X10'S เม็ดกลม,400.00 บาท/กล่อง
15983,"PROGAUZE 2""x2""8PLY 10x10 LONGMED",28.00 บาท/กล่อง
15984,"PROGAUZE 3""x3""8PLY 10x10 LONGMED",48.50 บาท/กล่อง
15985,"PROGAUZE 4""x4""8PLY 10x10 LONGMED",71.25 บาท/กล่อง
10874,PROGYNOVA 2 MG. 3 แผง ขายยกกล่อง,498.00 บาท/กล่อง
14727,PROPOLIS MOUTH SPRAY 20 ML BKK (FahAct),78.50 บาท/ขวด
16420,PROPOLIZ CANDY POP HONEY 70 GM. /10 ซอง,136.00 บาท/กล่อง
14442,PROPOLIZ KID MOUTH SPRAY 10 ML,78.00 บาท/ขวด
11723,PROPOLIZ MOUTH LOZENGE MIXS อม 15ซอง,244.00 บาท/กล่อง
14117,PROPOLIZ MOUTH LOZENGE PLUS อม 10X8'S,140.00 บาท/กล่อง
14947,PROPOLIZ MOUTH LOZENGE VIT C อม 10X8'S,143.00 บาท/กล่อง
11717,PROPOLIZ MOUTH SPRAY,84.00 บาท/ขวด
14256,PROPOLIZ MOUTH SPRAY + กระชายขาว 15 ML,107.00 บาท/ขวด
14382,PROPOLIZ MOUTH SPRAY PLUS EXTHERB 15 ML.,109.75 บาท/ขวด
14311,PROPOLIZ MOUTH WASH 150 ML,73.00 บาท/ขวด
15879,PROPOLIZ X LOZENGE อม 15ซองx8's,360.00 บาท/กล่อง
15174,PROPOLIZ CHEWY MOUTH LOZENGE VIT C 10X8'S,159.00 บาท/กล่อง
15655,PROPOLIZ X MOUTH SPRAY 15 ML.,112.00 บาท/ขวด
13073,PROPYL 50 MG. 50X10'S ขายขาด ไม่รับคืน,6.50 บาท/แผง
15150,PROSPAN COUGH SYRUP 100 ML.,165.00 บาท/ขวด
14773,PROTEMP 325 MG SOFTGEL 10X10'S,56.00 บาท/แผง
14347,PROTEMP SUPPO 500 MG.12'S ขายขาดไม่รับคืน,167.00 บาท/กล่อง
14176,PROTEMP SUPPO 250 MG 12'S ขายขาดไม่รับคืน,85.00 บาท/กล่อง
12473,PROTEMP SUPPO CHILDREN 120 MG.12'S,95.00 บาท/กล่อง
12474,PROTEMP SUPPO INFANT 80 MG 12'S,85.00 บาท/กล่อง
10887,PROTOPIC OINTMENT 0.1% 10GM,"1,400.00 บาท/หลอด"
15396,PROTRIVA BLACK SEEDS 500 MG. 30'S,215.00 บาท/ขวด
12681,PROVAMED ACNE RETINOL -A GEL 40 GM,210.00 บาท/หลอด
12680,PROVAMED ACEROLA C NIGHT BOOSTER 15 ML,155.00 บาท/หลอด
12661,PROVAMED ACEROLA C SERUM 15 ML,147.00 บาท/หลอด
12659,PROVAMED ACNE RETINOL -A GEL 10 GM,110.00 บาท/หลอด
12599,PROVAMED ACNE SPOT GEL 10 GM,110.00 บาท/หลอด
12666,PROVAMED ACNI CLEAR cleansing water 200 ml,210.00 บาท/ขวด
12677,PROVAMED ACNICLEAR FACIAL TONER,150.00 บาท/ขวด
15350,PROVAMED acniclear GOTU KOLA,140.00 บาท/ขวด
12671,PROVAMED ACNICLEAR MOISTURE SERUM 30 GM,210.00 บาท/หลอด
12683,PROVAMED ACNICLEAR PORE MATT 15 GM.,192.00 บาท/กล่อง
14309,PROVAMED ALCOHOL HAND SANITIZER 1000 ML,110.00 บาท/ขวด
12678,PROVAMED ALOE VERA GEL 150 G.,132.00 บาท/หลอด
12647,PROVAMED ALOE VERA GEL 50 GM,72.00 บาท/หลอด
12600,PROVAMED ANTI- MELASMA 15 GM,224.00 บาท/หลอด
14046,PROVAMED ANTI- MELASMA advanced serum 15 ml,303.00 บาท/ขวด
12650,PROVAMED ANTI- MELASMA MASK OVERNIGHT 50 GM,270.00 บาท/หลอด
15125,PROVAMED BIO PEPTIDE ACNE SERUM 30 ML,297.00 บาท/หลอด
16068,PROVAMED BIO- RETINOL AGING SERUM 30 ML.,318.00 บาท/หลอด
15124,PROVAMED BIO-PEPTIDE MOISTURIZER 40 ML,297.00 บาท/หลอด
15111,PROVAMED BIO-PEPTIDE MOISTURIZER 40 ML.,300.00 บาท/หลอด
12594,PROVAMED DERMA GLUCAN CREAM 50ML,245.00 บาท/หลอด
12686,PROVAMED DERMA GLUCAN LOTION 100 ML,225.00 บาท/ขวด
12679,PROVAMED HYAFLASH SERUM 15 ML.,158.00 บาท/หลอด
14430,PROVAMED nugow intensivehair serum 30 ML,667.00 บาท/ขวด
14431,PROVAMED nugow intensivehair SHAMPOO 200 ML,178.00 บาท/ขวด
14392,PROVAMED POST ACNE SCAR GEL 10 GM,231.00 บาท/หลอด
14875,PROVAMED PRO -BALANCE UV AQUA SERUM SPF50+,253.25 บาท/หลอด
12663,PROVAMED S ULTRA ZONE 10 GM.,131.00 บาท/หลอด
13918,PROVAMED SCAR SILICONE 10 GM.,232.00 บาท/หลอด
16203,PROVAMED SCAR SILICONE 25 GM.,238.50 บาท/หลอด
16477,PROVAMED SOLARIS UV DEFENSE BODY SPF 50+ 100 ML,223.00 บาท/หลอด
16478,PROVAMED SOLARIS UV DEFENSE FACE SPF 50+ 50 ML,181.00 บาท/หลอด
12656,PROVAMED STRETCH MARK CREAM 200 GM,212.00 บาท/หลอด
12684,PROVAMED SUN AQUA SERUM SPF50 40ML.,252.00 บาท/กล่อง
12596,PROVAMED SUN SPF 50 30 ML เบจ,182.00 บาท/หลอด
12595,PROVAMED SUN SPF50 30 ML ขาว,182.00 บาท/หลอด
16317,PROVAMED TIMELESS BIO-YOUTH ESSENCE 100ML,380.00 บาท/ขวด
15281,PROVAMED ULTRA whentening booster serum 30 ml.,138.00 บาท/หลอด
12648,PROVAMED VIT E SERUM 50 GM 195-,136.00 บาท/หลอด
16437,PROVAMED VITAMIN E 10000 facial serum 30 ml,250.00 บาท/กล่อง
14847,PROZEUS 15 5 ซอง,140.00 บาท/กล่อง
15691,PROZEUS 15 POWDER 30ซอง/กล่อง,795.00 บาท/กล่อง
10069,PUDIN HARA 10X10'S,143.00 บาท/กล่อง
12689,PULMICORT RESPULES 0.5 MG /2 ML 20 V,795.00 บาท/กล่อง
16316,PULMICORT RESPULES 1 MG/2 ML 20 V,"1,039.00 บาท/กล่อง"
14285,PULSE OXIMETER เครื่องวัดออกซิเจนในเลือด,260.00 บาท/เครื่อง
14136,PURE GLOVE #S ถุงมือยางมีแป้ง ( ขายขาดไม่รับคืน),90.00 บาท/กล่อง
14143,PURE GLOVES #L ถุงมือยางมีแป้ง ( ขายขาดไม่รับคืน),95.00 บาท/กล่อง
15194,PURICA ADVANCE DRAGON'S BLOOD 9 GM,270.00 บาท/หลอด
15725,PURICA DRAGON'S BLOOD 3 GM MASS (DL),79.00 บาท/หลอด
12804,PURICA DRAGON'S BLOOD 8 GM MASS (DL),209.00 บาท/หลอด
16142,PURIDE 100 MG 10 X10 'S,86.00 บาท/กล่อง
10112,PURIDE 100 MG 50 X10 'S รุ่นใหม่,9.00 บาท/แผง
10110,PURIDE 300 MG. 50X10'S,16.50 บาท/แผง
14694,PYBUFEN 400 MG. 50 X10'S เม็ดรี,360.00 บาท/กล่อง
14695,PYBUFEN 600 MG. 50 X10'S เม็ดรี,490.00 บาท/กล่อง
16622,PYGABA 150MG 4X14'S macrophar ขายยกกล่อง,504.00 บาท/กล่อง
13955,PYGABA 75 MG 4X14'S macrophar ขายยกกล่อง,485.00 บาท/กล่อง
12701,QUADRIDERM 15 GM เลิกจำหน่าย,186.00 บาท/หลอด
12700,QUADRIDERM 5 GM เลิกจำหน่าย,84.50 บาท/หลอด
16604,QUILLIAN 400 MG.1X5'S TO,275.00 บาท/กล่อง
13906,RABEPRAZOLE 20 MG 14'S SANDOZ,332.00 บาท/กล่อง
16497,RADIAN G 1500 MG 30 Sachets x 3.95 g,319.00 บาท/กล่อง
11470,RADIARA ALOE VERA GEL 35 G.,60.00 บาท/หลอด
14980,RADIARA ALOE VERA GEL 50 G.,59.00 บาท/หลอด
15158,RALEXA 50 MG. 3X10'S <สูตรmyonal>,72.00 บาท/กล่อง
15411,RAMOL 60 ML. 120 mg.,19.25 บาท/ชิ้น
14485,RANCELEX (celecoxib) 200 mg 10's,52.00 บาท/กล่อง
10615,RANCELEX (celecoxib) 200 mg 3x10's,155.00 บาท/กล่อง
14909,RANCLAV SUSPENSION 457 MG. 50 ML.,102.00 บาท/ขวด
13864,RANCLAVE 1 GM รุ่นใหม่ 12 'S,80.00 บาท/กล่อง
14777,RANVIR 800 MG. 10X5'S ranbexy,455.00 บาท/กล่อง
10577,RATANG 60 ML.,21.00 บาท/ขวด
15903,RAVIT-FORT 3x10'S บูรพา,38.75 บาท/กล่อง
10172,R-DEN 28'S,26.25 บาท/แผง
14510,REBAC SILICONE GEL 5 GM สูตร dermatix,279.00 บาท/หลอด
14511,REBAC SILICONE GEL 15 GM สูตร dermatix,580.00 บาท/หลอด
12593,RE-B-FORTE 10X10'S medline ขายยกกล่อง,325.00 บาท/กล่อง
12715,RECORMON PFS 5000 IU/0.3 ML.,"1,642.00 บาท/VIAL"
14701,REDUCOF 10'S,55.00 บาท/กล่อง
16404,REFER CRACK HEEL 50 GM,115.00 บาท/หลอด
11964,REGENEZ SOFT GEL 3X10'S,290.00 บาท/กล่อง
11973,REGENEZ แฮร์โทนิค สเปรย์ 30 มล,179.00 บาท/กล่อง
12730,REJEN HAIR SOLUTION 70 ML.,216.00 บาท/กล่อง
11669,RELPAX TAB 40 MG. 2 TAB 285-,212.00 บาท/กล่อง
11049,REMETHAN 100 R 3x10's ขายยกกล่อง,90.00 บาท/กล่อง
14002,RENTEX 10X10'S,37.00 บาท/กล่อง
15249,RENTEX 25X10'S,88.00 บาท/กล่อง
12380,RENU FRESH KIT BLUE 60 ML,50.00 บาท/ขวด
12375,RENU MULTIPLUS 120 ML,73.00 บาท/ขวด
12378,RENU MULTIPLUS 355 ML,120.00 บาท/ขวด
12379,RENU REWETTING DROP 8 ML.,99.50 บาท/ขวด
15261,REPACIN F.C 10X 10'S ขายยกกล่อง AESCIN,396.00 บาท/กล่อง
12720,REPARIL 10 GM exp 6/2027,63.00 บาท/หลอด
12721,REPARIL 20 GM exp 06/2027,104.50 บาท/หลอด
12723,REPARIL 20 MG. DRAGEE 10'S ขายยกกล่อง,52.00 บาท/แผง
12722,REPARIL 40 GM,199.00 บาท/หลอด
13901,RESOLOR 1 MG 28'S,920.00 บาท/กล่อง
11216,RESOLOR 2 MG 28'S,"1,540.00 บาท/กล่อง"
12728,RETEN 5% 30 ML,132.00 บาท/กล่อง
12734,RETEN SPRAY 5% 60 ML,275.00 บาท/ขวด
12060,REVITAN GINSENG PLUS CAPSULE 30'S,169.00 บาท/กล่อง
16696,RHEUMANOX 600 MG 40X10'S ibuprofen scb,370.00 บาท/กล่อง
16258,RHINO Kinesio tape 5 cm x 5 m สีชมพู,101.00 บาท/ม้วน
16256,RHINO Kinesio tape 5 cm x 5 m สีเนื้อ,101.00 บาท/ม้วน
16257,RHINO Kinesio tape 5 cm x 5 m สีฟ้า,101.00 บาท/ม้วน
15416,RHINOBUN GEL ICE BLUE 20 ซอง,470.00 บาท/กล่อง
15417,RHINOBUN GEL RED CHILLI 20 ซอง,470.00 บาท/กล่อง
15654,RHINOBUN PLASTER 20 ซอง (10 แผ่น/ซอง),255.00 บาท/กล่อง
16421,RHINOCET 10 'S cetririzine jan,82.00 บาท/กล่อง
12743,RHINOCORT AQUA 64 MCG. 120 DOSE,322.00 บาท/กล่อง
14958,RHINOPLAST 100 ชิ้น,29.75 บาท/กล่อง
14797,"RHINOPORE 0.5""X 2.5หลา เล็ก 12 ม้วน ( ขายยกกล่อง )",75.00 บาท/กล่อง
14798,"RHINOPORE 0.5""X 5หลา กลาง 12 ม้วน ( ขายยกกล่อง )",135.00 บาท/กล่อง
14796,"RHINOPORE 0.5""X1.5หลา จิ๋ว 24 ม้วน ( ขายยกกล่อง )",130.00 บาท/กล่อง
14795,"RHINOPORE 1""X5 หลา ใหญ่ ( ขายยกกล่อง )",292.00 บาท/โหล
14782,"RHINOTAPE 1""X10 หลา 1 กระปุกมี12 ม้วน",396.00 บาท/กระปุก
14783,"RHINOTAPE 2""X10 หลา 1 กระปุกมี6 ม้วน",396.00 บาท/กระปุก
13949,RINTACIN 50 x10'S TABLET T MAN(erythromycin),"1,180.00 บาท/กล่อง"
14062,RITA 21'S biopharm,41.00 บาท/แผง
14063,RITA 28'S biopharm,41.00 บาท/แผง
14829,ROBAZ METRONIDAZOLE 0.75% 30 GM.,367.00 บาท/หลอด
14974,ROCKI GEL 35 GM,30.00 บาท/หลอด
11876,ROLETRA 10X10;S,85.00 บาท/กล่อง
12766,ROMED 150 MG. 10X10'S*,110.00 บาท/กล่อง
12764,ROMED 300 MG. 10X10'S,215.00 บาท/กล่อง
16159,RONTIN 300 MG. 10X10 'S ขายยกกล่อง gaba (bl),320.00 บาท/กล่อง
16244,ROSETTA 10 MG (rosuvastatin) 3X10'S berlin,265.00 บาท/กล่อง
16245,ROSETTA 20 MG (rosuvastatin) 3X10'S berlin,295.00 บาท/กล่อง
15470,ROSIL 10 ML. (clindamycin) siam,40.50 บาท/ขวด
15016,ROSUVASTATIN 10 MG. TEVA 2X15'S ขายยกกล่อง,530.00 บาท/กล่อง
11815,ROSUVASTATIN 10 MG.2x14'S ขายยกกล่องsandoz,722.00 บาท/กล่อง
15017,ROSUVASTATIN 20 MG. TEVA 2X15'S ขายยกกล่อง,722.00 บาท/กล่อง
15840,ROSUVASTATIN 20 MG.2X14'S ขายยกกล่องSANDOZ,892.00 บาท/กล่อง
12763,ROTHRICIN 10'S,27.25 บาท/กล่อง
16676,ROVAS 10 MG (rosuvastatin) 3X10'S เภสัชชุมชน,250.00 บาท/กล่อง
16677,ROVAS 20 MG (rosuvastatin) 3X10'S เภสัชชุมชน,295.00 บาท/กล่อง
14029,ROVASTOR 20 MG.2X14'S,300.00 บาท/กล่อง
12760,ROWATINEX 2X10'S,92.00 บาท/กล่อง
12767,ROXCIN 150 MG. 10X10'S,184.00 บาท/กล่อง
12761,ROXOMYCIN,195.00 บาท/กล่อง
16248,ROYAL-D energy gel รสส้ม 1 กล่อง 10 ซอง,325.00 บาท/กล่อง
16249,ROYAL-D energy gel รสองุ่น 1 กล่อง 10 ซอง,325.00 บาท/กล่อง
11195,ROYAL-D รสผลไม้รวม 10 ซอง,35.00 บาท/กล่อง
11187,ROYAL-D รสผลไม้รวม 50 ซอง,162.00 บาท/กล่อง
14425,RUBBER BALL CLEANER ดูดน้ำมูกปลายยาง,26.00 บาท/ชิ้น
16308,S TIFEN SYRUP 60 ML 7S,22.00 บาท/ขวด
16380,S-26 GOLD LACTOSE FREE 400g.(แรกเกิด-1ปี;NESTLE)ขายขาด,357.00 บาท/กระป๋อง
15876,SAFEX 100 ml,80.00 บาท/กล่อง
13390,SALBUTAMOL 1000'S,145.00 บาท/ขวด
16214,SALDA INHALE (salbutamol nebulizer) 20x2.5 ML.,219.00 บาท/กล่อง
14948,SALICIN SHAMPOO 60 ML.,101.00 บาท/กล่อง
13174,SALMOL EXPECTORANT 60ML,17.00 บาท/ขวด
13173,SALMOL SYRUP 60 ML.,18.25 บาท/ขวด
12251,SALONPAS 42X65 MM. 20 กล่อง x10ชิ้น,680.00 บาท/กล่อง
12254,SALONPAS CREME 30 GM.,39.00 บาท/หลอด
12257,SALONPAS PAIN RELIEF PATCH 3แผ่น X 10ชอง,698.00 บาท/กล่อง
14113,SALVO INHALER 200 DOSE 100MCG,92.00 บาท/ขวด
11783,SAMARIN 140 MG. 10X10'S ขายขาดไม่รับคืน,523.00 บาท/กล่อง
11784,SAMARIN 70 MG. 10X10'S,275.00 บาท/กล่อง
10289,SAMBEE 100 X10'S* MEDIC,4.35 บาท/แผง
14721,SAMBUCOL BLACKELDERBERRY GUMMIES 50'S,281.00 บาท/ขวด
14722,SAMBUCOL BLACKELDERBERRY MINI'S 120 ML,281.00 บาท/ขวด
11938,SAMETTO 30'S,490.00 บาท/กล่อง
12359,SAMNIR 10'S (CEFDINIR) SIAM,145.00 บาท/กล่อง
16197,SAMNIR SUSPENSION 125 MG/5 ML.30 ML (CEFDINIR) SIAM,145.00 บาท/ขวด
12783,SARA 120 MG mixberry 60 ML.,28.50 บาท/ขวด
12784,SARA 250 MG. straw เด็กโต 60 ML.,34.00 บาท/ขวด
12776,SARA 50X10 เม็ดรี,495.00 บาท/กล่อง
12773,SARA 60 ML. 120 mg.STRAW,28.50 บาท/ชิ้น
12774,SARA 60 ML. รสทับทิม,27.00 บาท/ชิ้น
12779,SARA 60 ML. รสองุ่น,31.00 บาท/ชิ้น
12778,SARA DROP 15ml.,28.50 บาท/ขวด
12785,SARA เม็ด 100'S เม็ดรี,108.00 บาท/กระปุก
15604,SARA เม็ด 50'S เม็ดกลม,65.50 บาท/กระปุก
14035,SARA เม็ด 50'S เม็ดรี,65.50 บาท/กระปุก
12781,SARA เม็ด100 'S เม็ดกลม,108.00 บาท/กระปุก
12780,SARA เม็ดกลม 100X10'S,990.00 บาท/กล่อง
12775,SARA เม็ดกลม 20X10'S,198.00 บาท/กล่อง
12787,SARA เม็ดรี 20X10'S,198.00 บาท/กล่อง
12777,SARA ส้ม250 mg. 60 ML.,35.00 บาท/ชิ้น
15632,SASHA 21'S สูตร dian,62.00 บาท/กล่อง
12791,SATOGESIC GEL 35 GM.,173.00 บาท/หลอด
11793,SAUGELLA attiva 100 ml. สีเขียว,105.00 บาท/ขวด
11792,SAUGELLA dermoliquido 100 ml. สีน้ำเงิน,85.00 บาท/ขวด
11791,SAUGELLA poligyn 100 ML. สีชมพู,121.00 บาท/ขวด
10920,SCAGEL silicon sheet 5X5 cm 1 ชิ้น แผลขนาดเล็ก SOS,92.00 บาท/กล่อง
11563,SCAR ESTHETIQUE scar cream 10 GM. 480-,280.00 บาท/หลอด
12806,SCHERIPROCT N CREAM 10 G.,85.50 บาท/กล่อง
12807,SCHERIPROCT N SUPPO 10'S,81.00 บาท/กล่อง
12809,SCOTT'S ORANGE 200 ML. รุ่นใหม่,86.50 บาท/ขวด
12813,SEA ORS 50 ซอง,192.00 บาท/กล่อง
15948,SEA ORS-HR 1x5x5ซอง ส้ม,0.00 บาท/
15949,SEA-LYTE 12 ซอง mixed fruit,43.00 บาท/กล่อง
14779,SEA-LYTE 12 ซอง ส้ม,38.00 บาท/กล่อง
15947,SEA-LYTE 5 ซอง มะนาว,20.00 บาท/กล่อง
15946,SEA-LYTE 5 ซอง ส้ม,20.00 บาท/กล่อง
11185,SEA-LYTE 50 ซอง มะนาว,129.00 บาท/กล่อง
11184,SEA-LYTE 50 ซอง ส้ม,129.00 บาท/กล่อง
11190,SEA-LYTE SPORT 12 ซอง,34.00 บาท/กล่อง
14780,SEA-ORS 12 ซอง,52.00 บาท/กล่อง
15597,SEDRA -25 MG. 10X10'S hydroxyzine hcl,95.00 บาท/กล่อง
11306,SEEVIEW 10 ML.,38.00 บาท/กล่อง
12264,SEFNOR 400 MG MEDLINE 10x10'S,125.00 บาท/กล่อง
12820,SELFIDE 120ML.,70.00 บาท/ขวด
12818,SELFIDE 30 ML.,30.00 บาท/ขวด
12819,SELFIDE 60 ML.,47.00 บาท/ขวด
16028,SELLON 120 ML.,107.00 บาท/ขวด
12817,SELLON 40 ML.,53.50 บาท/ขวด
12816,SELSUN 120 ML.,212.00 บาท/ขวด
12814,SELSUN 30 ML.,83.00 บาท/ขวด
12815,SELSUN 60 ML.,128.00 บาท/ขวด
15266,SENNA 2x20'S,31.00 บาท/กล่อง
15322,SENNA7.5TABLET 5X20'S ธงทอง,62.00 บาท/กล่อง
12823,SENOKOT แผง 3 X 20'S,152.00 บาท/กล่อง
16697,SENOLAX 20'S SPS,21.00 บาท/กล่อง
12821,SENOLAX 3X20'S SPS,56.00 บาท/กล่อง
12382,SENSI PLUS 500 ML.,0.00 บาท/
10998,SEPTOL 50 ML.,0.00 บาท/
10360,SEPTYL 30 ML. กล่องละ 2 โหล,290.00 บาท/กล่อง
12002,SERC 16 MG. 60 'S,432.00 บาท/กล่อง
12003,SERC 24 MG. 20'S,230.00 บาท/กล่อง
16612,SERES MAGNESUIM PLUS 45 capsules,101.00 บาท/ขวด
12824,SERETIDE ACCUHALER 50/250,579.00 บาท/กล่อง
12825,SERETIDE EVOHALER 25/250,893.00 บาท/กล่อง
12826,SERETIDE EVOHALER 25/125,575.00 บาท/กล่อง
14482,SERETIDE EVOHALER 25/50,475.00 บาท/กล่อง
16401,SERGOLINE TAB 30 MG. 2X15'S nicergoline,245.00 บาท/กล่อง
13808,SERLIFT 50 MG. 3X10'S,110.00 บาท/กล่อง
15596,SERLIN 50 MG .3X10'S sertraline pml,95.00 บาท/กล่อง
11154,SERMION 30 MG. 2X15'S nicergoline,703.00 บาท/กล่อง
13807,SERTRALINE 50 MG.GPO 2X15'S ขายขาดไม่รับคืน,120.00 บาท/กล่อง
13898,SERTRALINE SANDOZ 50 MG .3X10'S,288.00 บาท/กล่อง
16722,SETIN 10 mg.10's cetirizine,72.50 บาท/กล่อง
14607,SETIN SYRUP 60 ML. cetirizine,58.00 บาท/ขวด
12836,SEVEN-SEA OCEAN GOLD merck,136.50 บาท/ขวด
12840,SEVEN-SEA + LYSINE 100 ML. merck,146.00 บาท/ขวด
12835,SEVEN-SEA 120 ML. merck,81.50 บาท/ขวด
15672,SIADOCIN 100 MG. 1X10'S (doxycycline)siam,31.50 บาท/กล่อง
11670,SIAGRAN 50 MG. 1X4'S (sumatriptan) siam,90.00 บาท/กล่อง
10592,SIALEXIN DRY SYRUP 125 MG.(cephalexin) siam,55.00 บาท/ขวด
11489,SIAMFORMET 500 MG. 10X10'S,105.00 บาท/กล่อง
11488,SIAMFORMET 850 MG. 10X10'S,196.00 บาท/กล่อง
10691,SIAMIDINE 400 MG 10X10'S,132.00 บาท/กล่อง
11588,SIAMOX 500 MG.กล่องละแผง 1x10 tab,25.50 บาท/กล่อง
11589,SIAMOX DRY SYRUP 125 ML. 57-,52.00 บาท/ขวด
11590,SIAMOX DRY SYRUP 250 mg. 60ml 63-,55.00 บาท/ขวด
12851,SIARIZINE 10X10'S siam,105.00 บาท/กล่อง
13419,SIDEGRA 100 MG ขายขาดไม่รับคืน,77.00 บาท/กล่อง
13420,SIDEGRA 50 MG 4'S ขายขาดไม่รับคืน,50.00 บาท/กล่อง
12856,SIDUOL F/P 3X10'S รุ่นใหม่,110.00 บาท/กล่อง
15789,SIFLEX 375mg 10x10S' siam,252.00 บาท/กล่อง
14125,SIFLEX SYRUP 250ML. รสส้ม,37.00 บาท/ขวด
14126,SIFLEX SYRUP100 ML. รสcherry,33.00 บาท/ขวด
14015,SI-HERB DRESSING 3 แผ่น,112.00 บาท/กล่อง
12518,SILK 48X3'S,350.00 บาท/กล่อง
14481,SILVERDERM CREAM 25 G.,31.00 บาท/หลอด
10499,SILVEX CREAM 25 GM.,43.00 บาท/หลอด
