ชื่อสินค้า,ราคา
BETALOL 10 mg 100X10's (BERLIN),ราคา 5.50 บาท
BETAMETHASONE-N Cream 15 g (GPO),ราคา 41.50 บาท
BETAMETHASONE Cream 15 g (GPO),ราคา 25.25 บาท
BETHASONE Cream 5 g (GREATER),ราคา 15.50 บาท
BETHASONE Cream 15 g (GREATER),ราคา 31.00 บาท
BETAMETHASONE Cream 5 g (GPO),ราคา 14.50 บาท
บริษัท วรมิตร ดรัก เซ็นเตอร์ จำกัด,
ติดต่อเราได้ที่,
BETHASONE-N Cream 15 g (GREATER),ราคา 33.00 บาท
BETHASONE-N 5 g (GREATER),ราคา 16.75 บาท
BETNOVATE Cream 15 g (GSK),ราคา 87.00 บาท
BETNOVATE SCALP 30 ml (GSK),ราคา 162.00 บาท
BETNOVATE-N Cream 15 g (GSK),ราคา 101.00 บาท
BETOSALIC Ointment 15 g (TO),ราคา 49.00 บาท
BLACKMORES MAGNESIUM 50's,ราคา 308.00 บาท
BLACKMORES BIO C 1000 mg 150's,ราคา 785.00 บาท
BIOCALM 50 mg 50X10's (BIOPHARM),ราคา 9.50 บาท
BIOTAPLEX-BC (50X10's),ราคา 19.00 บาท
BIOTIN 600 mcg 60's,ราคา 245.00 บาท
BIOZOLE 150 mg 1's (BIOPHARM),ราคา 25.00 บาท
BIOZOLE 200 mg 5X10's (BIOPHARM),ราคา 118.00 บาท
BISOLVON EX 125 ml (SANOFI),ราคา 98.50 บาท
BISOLVON EX 60 ml (SANOFI),ราคา 52.50 บาท
BISOLVON PEDIATRIC 60 ml (SANOFI),ราคา 48.50 บาท
BLOPRESS 16 mg 4X7's (TAKEDA),ราคา 980.00 บาท
BLOPRESS 8 mg 4X7's (TAKEDA),ราคา 679.00 บาท
BLOPRESS PLUS 8 mg 4X7's (TAKEDA),ราคา 679.00 บาท
BABY COUGH Syrup 60 ml (ATC),ราคา 16.50 บาท
BONJELA 15 g,ราคา 165.00 บาท
BOTAN รสดั้งเดิม 24 ตลับ,ราคา 14.50 บาท
BOTAN MINT BALL SUGAR FREE (20X20's),ราคา 395.00 บาท
BRAND'S รังนก คลาสสิคผสมน้ำตาลกรวด 70 ml,"ราคา 1,550.00 บาท"
BRAND'S ซุปไก่สกัด ผสมวิตามินบีคอมเพล็กซ์และธาตุเหล็ก 60's,ราคา 328.00 บาท
BRYGEL 50X10's (Brywood),ราคา 10.50 บาท
BRYGEL 240 ml (Brywood),ราคา 61.50 บาท
C-20 Mouthwash 180 ml (OSi),ราคา 41.00 บาท
CALSOURCE 500 mg Effervescent 20's (GSK),ราคา 257.00 บาท
CADEXCIN-N EYE-EAR Drops 4 ml (TNP),ราคา 21.00 บาท
CADRAMINE-V Lotion 60 ml,ราคา 20.00 บาท
CADRAMINE-V Lotion 120 ml,ราคา 28.50 บาท
CAFERGOT (1X10's),ราคา 59.00 บาท
CALAMINE 120 ml (ศิริบัญชา),ราคา 22.00 บาท
CALAMINE 450 ml (ศิริบัญชา),ราคา 47.00 บาท
PANADOL Children 250mg/5ml รสส้ม 60 ml (GSK),ราคา 59.00 บาท
CALTRATE 600 mg 60's (GSK),ราคา 240.00 บาท
CALTRATE PLUS 60's (GSK),ราคา 312.00 บาท
CANAZOL-BE Cream 15 g (TO),ราคา 39.00 บาท
CANAZOL-BE Cream 5 g (TO),ราคา 20.00 บาท
บริษัท วรมิตร ดรัก เซ็นเตอร์ จำกัด,
ติดต่อเราได้ที่,
CANDID EAR Drops 15 ml,ราคา 68.50 บาท
CANDIX Solution 15 ml (NL),ราคา 21.75 บาท
CANESTEN Cream 10 g (BAYER),ราคา 83.50 บาท
CANESTEN Cream 20 g (BAYER),ราคา 143.50 บาท
CANESTEN Vaginal Tablets 100 mg 6's (BAYER),ราคา 156.00 บาท
CANESTEN Vaginal Tablet 500 mg 1's (BAYER),ราคา 170.00 บาท
CAPIROX 10 mg 10's,ราคา 16.00 บาท
CAPIROX 20 mg 10's,ราคา 21.00 บาท
CAPSIKA Gel 35 g (BKD),ราคา 61.00 บาท
CAPSULE No.0 แคปซูลเปล่า 1000 ชิ้น/ถุง,ราคา 88.00 บาท
CAPSULE No.1 แคปซูลเปล่า 1000 ชิ้น/ถุง,ราคา 80.00 บาท
CARDIL 120 mg 100's,"ราคา 1,620.00 บาท"
CARDIPRIN 100 mg (3X30's),ราคา 238.00 บาท
CARDURA 1 mg (10X10's),ราคา 113.00 บาท
CARDURA 2 mg (10X10's),ราคา 133.00 บาท
CARDURA 4 mg (10X10's),ราคา 186.00 บาท
CATAFLAM 50 mg 2X10's (Novartis),ราคา 168.00 บาท
CATALIN Ophthalmic Solution 15 ml,ราคา 135.00 บาท
CATHERINE กลิ่นเก็กฮวย 32 ซอง/กล่อง,ราคา 99.50 บาท
CATHERINE กลิ่นเก็กฮวย 16 ซอง/กล่อง,ราคา 60.50 บาท
CELEBREX 200 mg (10X10's),ราคา 234.00 บาท
CEMOL 500 mg 100's (CPL),ราคา 26.50 บาท
CENTRUM NEW FORMULA 100's,ราคา 684.00 บาท
CENTRUM NEW FORMULA 30's,ราคา 224.00 บาท
XARATOR 40 mg 3X10's (VIATRIS),ราคา 815.00 บาท
CETAPHIL 250 ml,ราคา 285.00 บาท
CETAPHIL 500 ml,ราคา 430.00 บาท
CETRIZIN 10X10's (TO),ราคา 62.00 บาท
CETTEC 10X10's (Medicpharma),ราคา 55.00 บาท
CETTEC Syrup 100 ml (Medicpharma),ราคา 20.00 บาท
ยาเม็ด ตรางามระหง 80's,ราคา 38.00 บาท
ยาชง ตรางามระหง 60 g,ราคา 61.00 บาท
ชาพยัพเมฆ 36 ซอง/กล่อง,ราคา 190.00 บาท
CHALKTAP 1250 mg (50X10's),ราคา 19.80 บาท
CHALKTAP 1500 mg (50X10's),ราคา 21.00 บาท
CHLORPHENIRAMINE 10X100's/แพ็ก (AU),ราคา 66.00 บาท
CHLORPHENIRAMINE 1000's (AU),ราคา 34.00 บาท
CHLOR-PYRAD Ointment 15 g,ราคา 15.50 บาท
CHRONOL (25X4's),ราคา 206.00 บาท
CIFLOXIN 500 mg 1X10's (SIAM),ราคา 66.00 บาท
บริษัท วรมิตร ดรัก เซ็นเตอร์ จำกัด,
ติดต่อเราได้ที่,
CISTEINE 100 mg 60 ml (TNP),ราคา 33.00 บาท
CISTEINE 250 mg 60 ml (TNP),ราคา 36.50 บาท
CLARITYNE 10 mg 1X10's (BAYER),ราคา 130.00 บาท
CLARON 500 mg 10's (SIAM),ราคา 225.00 บาท
CLINDA-M 15 ml,ราคา 44.50 บาท
CLOBET Cream 10 g (BIOPHARM),ราคา 34.00 บาท
CLOBET Cream 5 g (BIOPHARM),ราคา 23.00 บาท
CLOTON Syrup 60 ml (TNP),ราคา 20.00 บาท
CO-DIOVAN (160/25mg) กล่อง 2X14's,ราคา 845.00 บาท
CO-DIOVAN (80/12.5) 2X14's Novartis,ราคา 635.00 บาท
PATAR COD LIVER OIL 1000's (PATAR),ราคา 445.00 บาท
COLATUS Syrup 60 ml (TNP),ราคา 25.00 บาท
COLCHICINE 0.6 mg 10X10's (Medinova),ราคา 455.00 บาท
NEXCARE COLD HOT PACK Size M (3M),ราคา 135.00 บาท
COLOFAC 135 mg 5X10's (Abbott),ราคา 431.00 บาท
COMBIZYM (10X10's),ราคา 72.00 บาท
CON CON 15 ml (BLHUA),ราคา 40.50 บาท
CONCOR 5 mg 10X10's (MERCK),ราคา 83.50 บาท
CONTROLOC 40 mg 14's (TAKEDA),ราคา 840.00 บาท
CORDARONE 200 mg 30's (SANOFI),ราคา 590.00 บาท
สำลีแผ่น ตรารถพยาบาล 50 g,ราคา 21.00 บาท
สำลีม้วน ตรารถพยาบาล 25 g,ราคา 11.00 บาท
สำลีก้อน 0.35 กรัม ตรารถพยาบาล 450 g,ราคา 128.00 บาท
COUNTERPAIN Cream 120 g (TAISHO),ราคา 126.75 บาท
COUNTERPAIN Cream 30 g (TAISHO),ราคา 43.50 บาท
COUNTERPAIN Cream 60 g (TAISHO),ราคา 73.50 บาท
COUNTERPAIN COOL Gel 120 g (TAISHO),ราคา 134.50 บาท
COUNTERPAIN COOL Gel 30 g (TAISHO),ราคา 51.00 บาท
COUNTERPAIN COOL Gel 60 g (TAISHO),ราคา 80.00 บาท
COZAAR 50 mg 30's (MSD),ราคา 890.00 บาท
CURAM 1000 mg 6X2's (SANDOZ),ราคา 164.00 บาท
CYCLO-PROGYNOVA 1X21's (BAYER),ราคา 167.00 บาท
เกลือแร่ ดีแชมป์ DECHAMP รสส้ม 50 ซอง/กล่อง,ราคา 152.00 บาท
DAFLON 500 mg 30's,ราคา 285.00 บาท
DALACIN 300 mg (2X10's),ราคา 488.00 บาท
DERMATIX SCAR 5 g,ราคา 347.00 บาท
I RON F 200 mg 100X10's (PATAR),ราคา 240.00 บาท
TERUMO MEDISAFE EX STRIPS+เข็ม 30 ชิ้น/กล่อง,ราคา 485.00 บาท
DEPAKINE 200 mg 40's (SANOFI),ราคา 181.50 บาท
DEPAKINE Solution 60 ml (SANOFI),ราคา 254.00 บาท
บริษัท วรมิตร ดรัก เซ็นเตอร์ จำกัด,
ติดต่อเราได้ที่,
DEPO-GESTIN 3 ml (ANB),ราคา 17.50 บาท
DERMATOP Cream 5 g (SANOFI),ราคา 52.50 บาท
DERMAZIN Cream 25 g (SANDOZ),ราคา 65.00 บาท
DERMOVATE Cream 15 g (GSK),ราคา 150.00 บาท
DERMOVATE Cream 5 g (GSK),ราคา 54.50 บาท
DERMOVATE Ointment 5 g (GSK),ราคา 57.00 บาท
DERMOVATE SCALP 30 ml (GSK),ราคา 187.00 บาท
DESEC 20 mg 2X10's (TO),ราคา 34.00 บาท
DETTOL 500 ml,ราคา 415.00 บาท
DexOph EYE-EAR Drops 4 ml,ราคา 23.00 บาท
DIANE-35 1X21's (BAYER),ราคา 163.50 บาท
DICHLOTRIDE (50X10's),ราคา 14.00 บาท
DICLOCILLIN 250 mg 500's (TO),ราคา 525.00 บาท
DICLOCILLIN 500 mg 250's (TO),ราคา 495.00 บาท
DIFELENE 25 mg 10's (TNP),ราคา 13.00 บาท
DIFELENE 50 mg 10's (TNP),ราคา 20.50 บาท
DIFELENE Gel 30 g (TNP),ราคา 34.00 บาท
DIFELENE Gel 60 g (TNP),ราคา 60.00 บาท
DILATREND 12.5 mg (10X10's),ราคา 232.00 บาท
DILATREND 25 mg (10X10's),ราคา 255.00 บาท
DILIZEM 30 mg 10X10's (BERLIN),ราคา 158.00 บาท
DIMENHYDRINATE 100X10's (AU),ราคา 215.00 บาท
DIORA 1X21's (TNP),ราคา 36.00 บาท
DIORA 1X28's (TNP),ราคา 36.00 บาท
DIOVAN 160 mg 2X14's (Novartis),ราคา 745.00 บาท
DIOVAN 80 mg 2X14's (Novartis),ราคา 592.00 บาท
DIPROSALIC Ointment 15 g,ราคา 233.00 บาท
DIPROSALIC Ointment 5 g,ราคา 103.00 บาท
DIPROSONE Cream 15 g,ราคา 143.00 บาท
DIPROTOP Ointment 5 g,ราคา 80.00 บาท
DETRUSITOL SR 4 mg 30's,"ราคา 1,690.00 บาท"
DITIZEM 30 mg 10X10's (SIAM),ราคา 193.00 บาท
DOPROCT Ointment 10 g (CP),ราคา 55.00 บาท
DOPROCT Suppository 10's (CP),ราคา 55.00 บาท
DOSANAC Gel 25 g (SIAM),ราคา 42.50 บาท
DOXYCLATE 100 mg 500's (TO),ราคา 395.00 บาท
DRAMAMINE 50 mg 10X10's (TAISHO),ราคา 147.00 บาท
DULCOLAX Suppository 10's,ราคา 127.00 บาท
DUPHALAC 200 ml (Abbott),ราคา 226.00 บาท
DURAN 400 mg 1X10's (TNP),ราคา 20.00 บาท
บริษัท วรมิตร ดรัก เซ็นเตอร์ จำกัด,
ติดต่อเราได้ที่,
DURAN Syrup 60 ml (TNP),ราคา 28.00 บาท
DUREX คิงเท็ค 3 ชิ้น/กล่อง,ราคา 39.50 บาท
DUREX สตรอเบอร์รี่ 3 ชิ้น/กล่อง,ราคา 67.50 บาท
DUREX เซนเซชั่น 3 ชิ้น/กล่อง,ราคา 67.50 บาท
DUTROSS 60 ml (TNP),ราคา 22.00 บาท
DUTROSS EX 60 ml (TNP),ราคา 34.00 บาท
ELMETACIN COOL Spray 50 ml,ราคา 128.00 บาท
ELOMET Cream 15 g,ราคา 196.00 บาท
ELOMET 0.1% Cream 5 g (MSD),ราคา 95.00 บาท
ELOMET Lotion 30 ml (MSD),ราคา 377.00 บาท
EMLA 5% Cream 30 g,ราคา 665.00 บาท
EMULAX BISACODYL 1000's,ราคา 132.00 บาท
ENARIL 20 mg 10X10's (BIOPHARM),ราคา 90.00 บาท
ENARIL 5 mg 10X10's (BIOPHARM),ราคา 59.50 บาท
ENSURE 850 g กลิ่นวานิลลา (Abbott),ราคา 0.00 บาท
BLACKMORES EVENING PRIMROSE OIL 1000 mg 60's,ราคา 415.00 บาท
EQUAL CLASSIC ชนิดผง 50 ซอง,ราคา 78.00 บาท
EQUAL CLASSIC Tablets 100's,ราคา 82.00 บาท
ERFUZIDE 30 ml,ราคา 23.00 บาท
ESPERSON Cream 5 g (SANOFI),ราคา 40.50 บาท
EUCALYPTUS OIL 15 ml (วิทยาศรม),ราคา 34.00 บาท
EUCALYPTUS OIL 30 ml (วิทยาศรม),ราคา 52.00 บาท
BLACKMORES EXEC-B 60's,ราคา 370.00 บาท
EXLUTON 1X28's (MSD),ราคา 98.00 บาท
EZON-T Ointment 10 g (UNISON),ราคา 40.00 บาท
EZON-T Solution 10 ml (UNISON),ราคา 41.50 บาท
FML Ophthalmic Suspension 5 ml,ราคา 86.00 บาท
FMP 1X28's (TNP),ราคา 21.00 บาท
FAIRE VISA 12กล่องX3ชิ้น/โหล,ราคา 165.00 บาท
FASTUM Gel 30 g (Menarini),ราคา 78.00 บาท
FBC (20X100's),ราคา 64.00 บาท
FENISTIL Gel 20 g,ราคา 59.00 บาท
FERLI-6 1000's,ราคา 288.00 บาท
FISHERMAN เขียวมิ้นท์ 24X25g,ราคา 28.00 บาท
FISHERMAN SUGAR FREE มิ้นท์ 24X25g,ราคา 28.00 บาท
FISHERMAN ANISEED 24X25g,ราคา 28.00 บาท
FISHERMAN รสดั้งเดิม 24X25g,ราคา 28.00 บาท
FITNE ชาชงสมุนไพร กลิ่นเก็กฮวย 8X20g/ห่อ,ราคา 42.00 บาท
FITNE ชาชงสมุนไพร กลิ่นเก็กฮวย 30X75g/ห่อ,ราคา 128.00 บาท
FITNE ชาชงสมุนไพร กลิ่นเก็กฮวย 15X37.5g/ห่อ,ราคา 72.00 บาท
บริษัท วรมิตร ดรัก เซ็นเตอร์ จำกัด,
ติดต่อเราได้ที่,
FITNE ยาแคปซูลสมุนไพร 20's,ราคา 90.00 บาท
FITNE ชาชงสมุนไพร กลิ่นชาเขียว 8X18g/ห่อ,ราคา 42.00 บาท
FITNE ชาชงสมุนไพร กลิ่นชาเขียว 15X35.25g/ซอง,ราคา 72.00 บาท
FITNE ชาชงสมุนไพร สูตรดั้งเดิม 40X80g/ห่อ,ราคา 128.00 บาท
FITNE ชาชงสมุนไพร สูตรดั้งเดิม 20X40g/ห่อ,ราคา 72.00 บาท
FLAMIC 10 mg 10X10's (SIAM),ราคา 170.00 บาท
FLAMIC Gel 25 g (SIAM),ราคา 45.50 บาท
FLANIL Cream 100 g (BIOPHARM),ราคา 65.00 บาท
FLANIL Cream 30 g (BIOPHARM),ราคา 24.50 บาท
FLANIL Cream 60 g (BIOPHARM),ราคา 43.50 บาท
FLEMEX 50X10's (Medinova),ราคา 29.60 บาท
FLEMEX Syrup 120 ml (Medinova),ราคา 80.50 บาท
FLEMEX Syrup 60 ml (Medinova),ราคา 49.50 บาท
FLEMEX KIDS Syrup 60 ml (Medinova),ราคา 41.50 บาท
FLEMEX-AC Granules 30X5g/กล่อง (Medinova),ราคา 121.00 บาท
FLIXONASE Aqueous Nasal Spray 120 sprays (GSK),ราคา 438.00 บาท
FLORA ยาสตรีฟลอร่าแคปซูล 30's,ราคา 91.00 บาท
FORTZAAR (100mg/25mg) 3X10's ORGANON,"ราคา 1,036.00 บาท"
FTOROCORT 0.1% Cream 15 g (UNISON),ราคา 32.75 บาท
FUCIDIN Cream 5 g,ราคา 88.00 บาท
FUCIDIN Ointment 15 g,ราคา 174.00 บาท
FUCIDIN Ointment 5 g,ราคา 87.00 บาท
FUGACAR 500 mg 1's กลิ่นผลไม้ (Janssen),ราคา 27.00 บาท
FUNGAZOL 200 mg 25X10's (BIOPHARM),ราคา 19.00 บาท
FUNGIDERM-B Cream 10 g (GREATER),ราคา 28.00 บาท
FUNGIDERM-B Cream 20 g (GREATER),ราคา 52.00 บาท
FUNGIDERM-B Cream 5 g (GREATER),ราคา 18.00 บาท
FUTURO KNEE COMFORT SUPPORT No.L อุปกรณ์พยุงเข่า (3M),ราคา 265.00 บาท
FUTURO KNEE COMFORT SUPPORT No.M อุปกรณ์พยุงเข่า (3M),ราคา 265.00 บาท
FUTURO KNEE COMFORT SUPPORT No.S อุปกรณ์พยุงเข่า (3M),ราคา 265.00 บาท
FUTURO ANKLE SUPPORT No.L อุปกรณ์พยุงข้อเท้า (3M),ราคา 265.00 บาท
FUTURO ANKLE SUPPORT No.M อุปกรณ์พยุงข้อเท้า (3M),ราคา 265.00 บาท
FUTURO ANKLE SUPPORT No.S อุปกรณ์พยุงข้อเท้า (3M),ราคา 265.00 บาท
FAVOTAN (5/50mg) 3X10's FRX,ราคา 805.00 บาท
FYBOGEL ORANGE 10 ซอง/กล่อง,ราคา 188.00 บาท
GANOSPEC 500 mg (12X10's),ราคา 44.50 บาท
GARAMYCIN Cream 15 g (BAYER),ราคา 102.00 บาท
GARCINIA ส้มแขก อ้วยอันโอสถ 100's,ราคา 90.50 บาท
GAUZE PAD STERILE 2x2 inch 100 ชิ้น/กล่อง (Pharmahof),ราคา 130.00 บาท
GENTREX Cream 5 g,ราคา 21.50 บาท
บริษัท วรมิตร ดรัก เซ็นเตอร์ จำกัด,
ติดต่อเราได้ที่,
GLUCOLIN GLUCOSE-D 400 g,ราคา 134.00 บาท
GLAUCO-OPH EYE Drops 5 ml,ราคา 98.00 บาท
GLUCOPHAGE 500 mg 50X10's (MERCK),ราคา 21.60 บาท
GLUCOPHAGE 850 mg 30X10's (MERCK),ราคา 37.00 บาท
